0	0
0.001	1.5018e-11
0.002	9.60441e-10
0.003	1.09265e-08
0.004	6.12864e-08
0.005	2.3327e-07
0.006	6.94653e-07
0.007	1.74604e-06
0.008	3.87612e-06
0.009	7.82508e-06
0.01	1.46553e-05
0.011	2.58283e-05
0.012	4.3287e-05
0.013	6.95416e-05
0.014	0.000107758
0.015	0.00016185
0.016	0.000236564
0.017	0.000337575
0.018	0.000471566
0.019	0.000646311
0.02	0.000870751
0.021	0.00115506
0.022	0.00151072
0.023	0.00195052
0.024	0.00248868
0.025	0.00314078
0.026	0.00392386
0.027	0.00485635
0.028	0.00595809
0.029	0.0072503
0.03	0.00875549
0.031	0.0104975
0.032	0.0125012
0.033	0.0147926
0.034	0.0173988
0.035	0.0203475
0.036	0.0236672
0.037	0.0273869
0.038	0.0315358
0.039	0.0361436
0.04	0.0412394
0.041	0.0468524
0.042	0.0530112
0.043	0.0597436
0.044	0.0670765
0.045	0.0750355
0.046	0.0836446
0.047	0.0929263
0.048	0.102901
0.049	0.113587
0.05	0.125
0.051	0.137153
0.052	0.150056
0.053	0.163716
0.054	0.178137
0.055	0.193318
0.056	0.209257
0.057	0.225946
0.058	0.243374
0.059	0.261525
0.06	0.280379
0.061	0.299914
0.062	0.320101
0.063	0.340908
0.064	0.362299
0.065	0.384233
0.066	0.406666
0.067	0.42955
0.068	0.452832
0.069	0.476456
0.07	0.500363
0.071	0.524491
0.072	0.548774
0.073	0.573144
0.074	0.59753
0.075	0.621859
0.076	0.646058
0.077	0.670049
0.078	0.693757
0.079	0.717104
0.08	0.740011
0.081	0.7624
0.082	0.784196
0.083	0.80532
0.084	0.825698
0.085	0.845258
0.086	0.863926
0.087	0.881636
0.088	0.89832
0.089	0.913917
0.09	0.928367
0.091	0.941615
0.092	0.953611
0.093	0.964308
0.094	0.973665
0.095	0.981646
0.096	0.988219
0.097	0.993358
0.098	0.997043
0.099	0.99926
0.1	1
0.101	0.99926
0.102	0.997043
0.103	0.993358
0.104	0.988219
0.105	0.981646
0.106	0.973665
0.107	0.964308
0.108	0.953611
0.109	0.941615
0.11	0.928367
0.111	0.913917
0.112	0.89832
0.113	0.881636
0.114	0.863926
0.115	0.845258
0.116	0.825698
0.117	0.80532
0.118	0.784196
0.119	0.7624
0.12	0.740011
0.121	0.717104
0.122	0.693757
0.123	0.670049
0.124	0.646058
0.125	0.621859
0.126	0.59753
0.127	0.573144
0.128	0.548774
