-5.86095	-5.7056	-5.55617	-5.41252	-5.27452	-5.14202	-5.0149	-4.89303	-4.77626	-4.66447	-4.55753	-4.45532	-4.35771	-4.26457	-4.17578	-4.09123	-4.01078	-3.93432	-3.86174	-3.79291	-3.72773	-3.66608	-3.60784	-3.55292	-3.50119	-3.45255	-3.4069	-3.36413	-3.32413	-3.28682	-3.25207	-3.2198	-3.18991	-3.1623	-3.13688	-3.11355	-3.09223	-3.07281	-3.05522	-3.03935	-3.02514	-3.01249	-3.00131	-2.99154	-2.98307	-2.97585	-2.96978	-2.96479	-2.96081	-2.95776	-2.95558	-2.95418	-2.9535	-2.95347	-2.95402	-2.9551	-2.95663	-2.95855	-2.96081	-2.96333	-2.96607	-2.96897	-2.97197	-2.97501	-2.97805	-2.98103	-2.98391	-2.98663	-2.98914	-2.99141	-2.99339	-2.99503	-2.99629	-2.99714	-2.99753	-2.99743	-2.9968	-2.9956	-2.99381	-2.9914	-2.98832	-2.98456	-2.98008	-2.97487	-2.96888	-2.96212	-2.95454	-2.94613	-2.93687	-2.92674	-2.91574	-2.90383	-2.89101	-2.87727	-2.8626	-2.84699	-2.83042	-2.8129	-2.79442	-2.77497	-2.75455	-2.73317	-2.71082	-2.6875	-2.66322	-2.63799	-2.6118	-2.58467	-2.55661	-2.52763	-2.49774	-2.46694	-2.43527	-2.40273	-2.36934	-2.33512	-2.30008	-2.26427	-2.22768	-2.19036	-2.15232	-2.1136	-2.07421	-2.0342	-1.9936	-1.95243	-1.91073	-1.86854	-1.82589	-1.78283	-1.73939	-1.69561	-1.65154	-1.60723	-1.56271	-1.51803	-1.47325	-1.42841	-1.38357	-1.33877	-1.29407	-1.24953	-1.20521	-1.16115	-1.11743	-1.0741	-1.03122	-0.988868	-0.947096	-0.905976	-0.865575	-0.825964	-0.787212	-0.749392	-0.712579	-0.676848	-0.642274	-0.608936	-0.576914	-0.546287	-0.51714	-0.489554	-0.463616	-0.439411	-0.417027	-0.396554	-0.378083	-0.361705	-0.347513	-0.335604	-0.326072	-0.319016	-0.314535	-0.312729	-0.3137	-0.317552	-0.324389	-0.334317	-0.347444	-0.363879	-0.383732	-0.407115	-0.43414	-0.464923	-0.49958	-0.538228	-0.580985	-0.627972	-0.67931	-0.735123	-0.795534	-0.86067	-0.930658	-1.00563	-1.0857	-1.17102	-1.26172	-1.35792	-1.45977	-1.5674	-1.68095	
-5.71337	-5.55823	-5.40901	-5.26557	-5.12778	-4.99549	-4.86858	-4.74691	-4.63035	-4.51877	-4.41205	-4.31005	-4.21264	-4.11971	-4.03113	-3.94679	-3.86655	-3.7903	-3.71793	-3.64931	-3.58433	-3.52289	-3.46487	-3.41015	-3.35863	-3.3102	-3.26476	-3.2222	-3.18241	-3.1453	-3.11077	-3.07871	-3.04902	-3.02162	-2.99641	-2.97329	-2.95217	-2.93297	-2.91558	-2.89993	-2.88592	-2.87348	-2.86251	-2.85295	-2.84469	-2.83768	-2.83182	-2.82704	-2.82327	-2.82043	-2.81845	-2.81726	-2.81679	-2.81697	-2.81773	-2.81902	-2.82076	-2.82289	-2.82535	-2.82809	-2.83104	-2.83414	-2.83735	-2.8406	-2.84385	-2.84704	-2.85012	-2.85305	-2.85578	-2.85826	-2.86044	-2.86229	-2.86376	-2.86482	-2.86542	-2.86553	-2.8651	-2.86412	-2.86254	-2.86033	-2.85746	-2.85391	-2.84964	-2.84464	-2.83886	-2.8323	-2.82493	-2.81673	-2.80768	-2.79777	-2.78697	-2.77527	-2.76267	-2.74914	-2.73467	-2.71927	-2.70291	-2.6856	-2.66732	-2.64808	-2.62787	-2.6067	-2.58456	-2.56145	-2.53738	-2.51236	-2.48638	-2.45946	-2.43161	-2.40283	-2.37315	-2.34257	-2.3111	-2.27877	-2.24559	-2.21157	-2.17675	-2.14114	-2.10477	-2.06765	-2.02982	-1.99131	-1.95213	-1.91233	-1.87194	-1.83098	-1.78949	-1.7475	-1.70507	-1.66221	-1.61898	-1.57541	-1.53155	-1.48745	-1.44314	-1.39867	-1.3541	-1.30947	-1.26483	-1.22024	-1.17576	-1.13143	-1.08731	-1.04346	-0.999949	-0.956828	-0.914161	-0.872014	-0.830452	-0.78954	-0.749349	-0.709946	-0.671403	-0.633793	-0.597188	-0.561666	-0.527301	-0.494172	-0.462359	-0.431942	-0.403003	-0.375626	-0.349897	-0.325901	-0.303726	-0.283463	-0.2652	-0.249031	-0.235048	-0.223348	-0.214025	-0.207178	-0.202906	-0.201309	-0.202489	-0.20655	-0.213596	-0.223733	-0.237069	-0.253713	-0.273775	-0.297367	-0.324601	-0.355594	-0.390459	-0.429316	-0.472282	-0.519478	-0.571025	-0.627047	-0.687668	-0.753013	-0.823209	-0.898386	-0.978674	-1.0642	-1.15511	-1.25152	-1.35358	-1.46141	-1.57517	
-5.58169	-5.42676	-5.27775	-5.13452	-4.99693	-4.86486	-4.73816	-4.6167	-4.50035	-4.38898	-4.28246	-4.18066	-4.08347	-3.99075	-3.90238	-3.81824	-3.73821	-3.66217	-3.59001	-3.5216	-3.45683	-3.3956	-3.33778	-3.28327	-3.23196	-3.18375	-3.13851	-3.09616	-3.05658	-3.01968	-2.98536	-2.9535	-2.92403	-2.89684	-2.87184	-2.84893	-2.82802	-2.80902	-2.79184	-2.7764	-2.7626	-2.75037	-2.73961	-2.73025	-2.72221	-2.7154	-2.70975	-2.70518	-2.70162	-2.69899	-2.69722	-2.69624	-2.69598	-2.69637	-2.69734	-2.69883	-2.70078	-2.70312	-2.70579	-2.70874	-2.7119	-2.71521	-2.71863	-2.72209	-2.72555	-2.72895	-2.73224	-2.73538	-2.73831	-2.741	-2.74339	-2.74545	-2.74713	-2.74839	-2.7492	-2.74952	-2.74931	-2.74853	-2.74716	-2.74516	-2.7425	-2.73916	-2.7351	-2.7303	-2.72474	-2.71839	-2.71123	-2.70324	-2.6944	-2.68469	-2.6741	-2.66261	-2.65021	-2.63689	-2.62264	-2.60744	-2.59129	-2.57419	-2.55612	-2.53709	-2.51709	-2.49613	-2.47419	-2.4513	-2.42744	-2.40262	-2.37685	-2.35014	-2.3225	-2.29394	-2.26446	-2.23408	-2.20283	-2.1707	-2.13773	-2.10393	-2.06932	-2.03391	-1.99775	-1.96084	-1.92322	-1.88492	-1.84595	-1.80636	-1.76617	-1.72542	-1.68414	-1.64237	-1.60014	-1.55749	-1.51447	-1.47111	-1.42746	-1.38356	-1.33946	-1.29521	-1.25084	-1.20642	-1.162	-1.11762	-1.07334	-1.02922	-0.985307	-0.94167	-0.898365	-0.855452	-0.812995	-0.771057	-0.729704	-0.689001	-0.649018	-0.609825	-0.571491	-0.53409	-0.497694	-0.462381	-0.428225	-0.395305	-0.363701	-0.333493	-0.304763	-0.277595	-0.252075	-0.228288	-0.206322	-0.186267	-0.168214	-0.152254	-0.13848	-0.126989	-0.117875	-0.111237	-0.107174	-0.105786	-0.107175	-0.111445	-0.1187	-0.129046	-0.142591	-0.159444	-0.179715	-0.203516	-0.230959	-0.262161	-0.297235	-0.336301	-0.379476	-0.426881	-0.478637	-0.534868	-0.595698	-0.661251	-0.731657	-0.807043	-0.88754	-0.973278	-1.06439	-1.16101	-1.26328	-1.37133	-1.48529	
-5.46476	-5.31004	-5.16123	-5.01821	-4.88084	-4.74897	-4.62247	-4.50122	-4.38508	-4.27392	-4.16761	-4.06603	-3.96904	-3.87653	-3.78837	-3.70444	-3.62462	-3.54879	-3.47683	-3.40864	-3.34408	-3.28305	-3.22545	-3.17115	-3.12005	-3.07204	-3.02701	-2.98487	-2.9455	-2.90881	-2.87469	-2.84305	-2.81379	-2.7868	-2.76201	-2.73931	-2.71861	-2.69982	-2.68285	-2.66762	-2.65403	-2.642	-2.63146	-2.62231	-2.61447	-2.60787	-2.60243	-2.59807	-2.59472	-2.59229	-2.59073	-2.58996	-2.58991	-2.59051	-2.59169	-2.59339	-2.59555	-2.5981	-2.60098	-2.60414	-2.6075	-2.61103	-2.61465	-2.61832	-2.62199	-2.6256	-2.6291	-2.63244	-2.63559	-2.63848	-2.64109	-2.64335	-2.64524	-2.64672	-2.64773	-2.64826	-2.64826	-2.64769	-2.64653	-2.64474	-2.64229	-2.63915	-2.6353	-2.63071	-2.62536	-2.61922	-2.61227	-2.60448	-2.59585	-2.58636	-2.57597	-2.5647	-2.55251	-2.53939	-2.52535	-2.51036	-2.49442	-2.47753	-2.45967	-2.44085	-2.42106	-2.4003	-2.37858	-2.35589	-2.33224	-2.30763	-2.28207	-2.25557	-2.22814	-2.19978	-2.17051	-2.14035	-2.1093	-2.07739	-2.04462	-2.01103	-1.97662	-1.94143	-1.90548	-1.86878	-1.83137	-1.79327	-1.75452	-1.71513	-1.67515	-1.63461	-1.59354	-1.55197	-1.50996	-1.46752	-1.42471	-1.38156	-1.33812	-1.29443	-1.25053	-1.20649	-1.16233	-1.11812	-1.0739	-1.02973	-0.985662	-0.94175	-0.89805	-0.854622	-0.811526	-0.768823	-0.726574	-0.684845	-0.643701	-0.603207	-0.563434	-0.524449	-0.486324	-0.449132	-0.412946	-0.377841	-0.343894	-0.311183	-0.279788	-0.249789	-0.221268	-0.194309	-0.168998	-0.14542	-0.123664	-0.103818	-0.0859731	-0.0702219	-0.0566575	-0.0453749	-0.0364703	-0.0300413	-0.0261871	-0.0250082	-0.0266065	-0.0310852	-0.0385491	-0.0491043	-0.0628584	-0.0799202	-0.1004	-0.12441	-0.152063	-0.183473	-0.218756	-0.258031	-0.301415	-0.349029	-0.400995	-0.457434	-0.518473	-0.584236	-0.65485	-0.730445	-0.811151	-0.897098	-0.98842	-1.08525	-1.18773	-1.29598	-1.41016	
-5.36147	-5.20695	-5.05836	-4.91555	-4.77838	-4.64672	-4.52044	-4.39939	-4.28346	-4.17251	-4.06641	-3.96503	-3.86826	-3.77595	-3.688	-3.60428	-3.52467	-3.44905	-3.3773	-3.30931	-3.24497	-3.18415	-3.12675	-3.07266	-3.02177	-2.97397	-2.92915	-2.88722	-2.84806	-2.81157	-2.77767	-2.74623	-2.71718	-2.69041	-2.66582	-2.64333	-2.62284	-2.60426	-2.5875	-2.57247	-2.55909	-2.54728	-2.53694	-2.528	-2.52037	-2.51398	-2.50875	-2.5046	-2.50145	-2.49924	-2.49789	-2.49733	-2.49748	-2.49829	-2.49968	-2.50159	-2.50396	-2.50672	-2.50981	-2.51317	-2.51675	-2.52048	-2.52431	-2.5282	-2.53207	-2.53589	-2.5396	-2.54315	-2.54651	-2.54961	-2.55242	-2.5549	-2.557	-2.55868	-2.55991	-2.56064	-2.56085	-2.56049	-2.55954	-2.55795	-2.55572	-2.55279	-2.54915	-2.54477	-2.53962	-2.53369	-2.52695	-2.51937	-2.51095	-2.50166	-2.49149	-2.48042	-2.46844	-2.45554	-2.4417	-2.42692	-2.41119	-2.39451	-2.37686	-2.35825	-2.33867	-2.31812	-2.2966	-2.27412	-2.25068	-2.22628	-2.20093	-2.17464	-2.14742	-2.11927	-2.09021	-2.06025	-2.02942	-1.99771	-1.96515	-1.93177	-1.89758	-1.86259	-1.82684	-1.79036	-1.75316	-1.71527	-1.67672	-1.63755	-1.59778	-1.55744	-1.51658	-1.47522	-1.43341	-1.39119	-1.34858	-1.30564	-1.26241	-1.21893	-1.17525	-1.13141	-1.08746	-1.04346	-0.999451	-0.955489	-0.911629	-0.867925	-0.824434	-0.781216	-0.738329	-0.695834	-0.653795	-0.612275	-0.571339	-0.531055	-0.49149	-0.452714	-0.414799	-0.377815	-0.341838	-0.306942	-0.273204	-0.240703	-0.209516	-0.179726	-0.151415	-0.124665	-0.0995624	-0.0761935	-0.0546459	-0.0350091	-0.0173735	-0.00183132	0.011524	0.0225977	0.0312933	0.0375132	0.0411584	0.0421283	0.0403211	0.0356334	0.0279605	0.0171962	0.00323319	-0.0140376	-0.0347265	-0.0589452	-0.0868069	-0.118426	-0.153919	-0.193402	-0.236996	-0.284819	-0.336993	-0.393642	-0.454889	-0.520861	-0.591685	-0.667489	-0.748403	-0.834559	-0.92609	-1.02313	-1.12581	-1.23428	-1.34867	
-5.27076	-5.11645	-4.96807	-4.82546	-4.6885	-4.55705	-4.43098	-4.31015	-4.19442	-4.08368	-3.97779	-3.87662	-3.78006	-3.68796	-3.60022	-3.51671	-3.43731	-3.36189	-3.29036	-3.22257	-3.15844	-3.09783	-3.04064	-2.98676	-2.93607	-2.88848	-2.84388	-2.80215	-2.7632	-2.72693	-2.69323	-2.662	-2.63316	-2.60659	-2.58222	-2.55993	-2.53965	-2.52128	-2.50473	-2.48991	-2.47674	-2.46514	-2.45501	-2.44628	-2.43886	-2.43268	-2.42765	-2.42371	-2.42078	-2.41877	-2.41763	-2.41728	-2.41764	-2.41866	-2.42026	-2.42238	-2.42495	-2.42792	-2.43122	-2.43479	-2.43858	-2.44252	-2.44656	-2.45065	-2.45474	-2.45876	-2.46268	-2.46645	-2.47001	-2.47332	-2.47634	-2.47903	-2.48134	-2.48323	-2.48466	-2.48561	-2.48602	-2.48587	-2.48513	-2.48376	-2.48173	-2.47901	-2.47558	-2.47141	-2.46647	-2.46075	-2.45421	-2.44685	-2.43863	-2.42955	-2.41959	-2.40873	-2.39696	-2.38426	-2.37064	-2.35607	-2.34055	-2.32407	-2.30663	-2.28823	-2.26886	-2.24852	-2.22721	-2.20494	-2.18171	-2.15752	-2.13238	-2.10629	-2.07928	-2.05134	-2.02249	-1.99274	-1.96211	-1.93062	-1.89827	-1.8651	-1.83111	-1.79634	-1.7608	-1.72452	-1.68753	-1.64985	-1.61151	-1.57254	-1.53298	-1.49286	-1.4522	-1.41106	-1.36946	-1.32744	-1.28504	-1.24231	-1.19929	-1.15602	-1.11254	-1.06891	-1.02518	-0.981383	-0.937583	-0.893831	-0.850179	-0.806684	-0.763403	-0.720393	-0.677715	-0.635429	-0.593599	-0.552288	-0.511561	-0.471486	-0.43213	-0.393564	-0.355857	-0.319083	-0.283314	-0.248628	-0.215099	-0.182806	-0.151829	-0.122248	-0.0941448	-0.0676042	-0.0427107	-0.0195508	0.00178774	0.0212156	0.0386422	0.0539754	0.0671217	0.0779863	0.086473	0.0924839	0.0959201	0.096681	0.0946648	0.0897681	0.0818861	0.0709129	0.0567409	0.0392611	0.0183632	-0.00606455	-0.0341353	-0.0659635	-0.101665	-0.141358	-0.18516	-0.233192	-0.285575	-0.342433	-0.403889	-0.47007	-0.541103	-0.617116	-0.69824	-0.784605	-0.876345	-0.973593	-1.07649	-1.18516	-1.29976	
-5.19162	-5.03752	-4.88935	-4.74695	-4.6102	-4.47896	-4.3531	-4.23247	-4.11696	-4.00642	-3.90074	-3.79978	-3.70343	-3.61154	-3.52401	-3.44071	-3.36151	-3.28631	-3.21498	-3.14741	-3.08348	-3.02308	-2.9661	-2.91243	-2.86195	-2.81457	-2.77017	-2.72865	-2.68991	-2.65385	-2.62036	-2.58934	-2.56071	-2.53435	-2.51019	-2.48811	-2.46804	-2.44988	-2.43353	-2.41893	-2.40597	-2.39457	-2.38465	-2.37613	-2.36892	-2.36294	-2.35813	-2.3544	-2.35167	-2.34988	-2.34894	-2.3488	-2.34937	-2.3506	-2.35241	-2.35474	-2.35752	-2.3607	-2.36421	-2.36799	-2.37198	-2.37613	-2.38038	-2.38468	-2.38897	-2.39321	-2.39734	-2.40131	-2.40508	-2.4086	-2.41183	-2.41473	-2.41725	-2.41935	-2.42099	-2.42214	-2.42277	-2.42283	-2.42229	-2.42113	-2.41931	-2.4168	-2.41358	-2.40961	-2.40489	-2.39937	-2.39305	-2.38589	-2.37789	-2.36902	-2.35926	-2.34861	-2.33705	-2.32456	-2.31115	-2.29678	-2.28147	-2.2652	-2.24797	-2.22978	-2.21062	-2.19049	-2.16939	-2.14733	-2.1243	-2.10032	-2.07539	-2.04952	-2.02271	-1.99498	-1.96634	-1.93681	-1.90638	-1.8751	-1.84296	-1.80999	-1.77622	-1.74165	-1.70632	-1.67025	-1.63347	-1.596	-1.55787	-1.51911	-1.47976	-1.43984	-1.3994	-1.35846	-1.31707	-1.27526	-1.23307	-1.19055	-1.14774	-1.10468	-1.06141	-1.01799	-0.974463	-0.930878	-0.887288	-0.843744	-0.800301	-0.757016	-0.713943	-0.671142	-0.628673	-0.586597	-0.544975	-0.503873	-0.463356	-0.423489	-0.384343	-0.345985	-0.308487	-0.271922	-0.236363	-0.201885	-0.168565	-0.136481	-0.105713	-0.0763408	-0.0484471	-0.0221155	0.00256901	0.0255199	0.0466495	0.0658684	0.0830859	0.0982101	0.111147	0.121803	0.130081	0.135883	0.13911	0.139662	0.137437	0.132331	0.12424	0.113058	0.0986766	0.0809878	0.0598809	0.0352442	0.00696448	-0.0250728	-0.0609835	-0.100885	-0.144896	-0.193137	-0.24573	-0.302796	-0.364462	-0.430852	-0.502093	-0.578315	-0.659648	-0.746222	-0.838171	-0.935628	-1.03873	-1.14761	-1.26242	
-5.12308	-4.9692	-4.82123	-4.67905	-4.54251	-4.41147	-4.28582	-4.1654	-4.0501	-3.93977	-3.8343	-3.73355	-3.6374	-3.54572	-3.4584	-3.37531	-3.29632	-3.22133	-3.15021	-3.08285	-3.01913	-2.95894	-2.90216	-2.8487	-2.79843	-2.75126	-2.70707	-2.66576	-2.62723	-2.59138	-2.5581	-2.52729	-2.49886	-2.47272	-2.44876	-2.42689	-2.40703	-2.38908	-2.37294	-2.35855	-2.34579	-2.3346	-2.32489	-2.31658	-2.30958	-2.30382	-2.29921	-2.29569	-2.29317	-2.29158	-2.29086	-2.29092	-2.29171	-2.29314	-2.29516	-2.2977	-2.30069	-2.30408	-2.3078	-2.31179	-2.31599	-2.32035	-2.32481	-2.32932	-2.33382	-2.33826	-2.3426	-2.34678	-2.35076	-2.35449	-2.35793	-2.36103	-2.36376	-2.36607	-2.36792	-2.36929	-2.37012	-2.37039	-2.37006	-2.36911	-2.36749	-2.3652	-2.36218	-2.35843	-2.35391	-2.3486	-2.34249	-2.33554	-2.32775	-2.31908	-2.30954	-2.2991	-2.28774	-2.27547	-2.26226	-2.24811	-2.233	-2.21694	-2.19992	-2.18194	-2.16298	-2.14306	-2.12218	-2.10032	-2.07751	-2.05374	-2.02901	-2.00335	-1.97675	-1.94923	-1.9208	-1.89147	-1.86126	-1.83018	-1.79825	-1.76549	-1.73193	-1.69757	-1.66245	-1.62659	-1.59001	-1.55275	-1.51483	-1.47629	-1.43714	-1.39744	-1.3572	-1.31647	-1.27529	-1.23369	-1.19171	-1.1494	-1.10679	-1.06394	-1.02088	-0.977672	-0.934353	-0.890978	-0.847596	-0.804262	-0.761028	-0.717951	-0.675088	-0.632496	-0.590236	-0.548368	-0.506956	-0.466063	-0.425754	-0.386097	-0.347159	-0.309011	-0.271722	-0.235365	-0.200015	-0.165747	-0.132636	-0.100761	-0.0702016	-0.0410385	-0.0133538	0.0127688	0.0372443	0.0599863	0.0809068	0.0999167	0.116925	0.13184	0.144569	0.155015	0.163084	0.168677	0.171695	0.172038	0.169604	0.164289	0.155989	0.144598	0.130008	0.11211	0.0907942	0.0659485	0.0374598	0.00521356	-0.0309062	-0.0710167	-0.115237	-0.163687	-0.216488	-0.273764	-0.335638	-0.402237	-0.473688	-0.550119	-0.631661	-0.718444	-0.810602	-0.908268	-1.01158	-1.12067	-1.23568	
-5.06423	-4.91055	-4.7628	-4.62082	-4.48449	-4.35367	-4.22822	-4.10801	-3.99291	-3.8828	-3.77754	-3.677	-3.58106	-3.48959	-3.40247	-3.31959	-3.24081	-3.16603	-3.09512	-3.02796	-2.96445	-2.90447	-2.84791	-2.79465	-2.7446	-2.69763	-2.65365	-2.61255	-2.57423	-2.53858	-2.50551	-2.47492	-2.4467	-2.42076	-2.39701	-2.37536	-2.3557	-2.33796	-2.32203	-2.30784	-2.2953	-2.28432	-2.27482	-2.26671	-2.25992	-2.25437	-2.24997	-2.24666	-2.24435	-2.24297	-2.24246	-2.24273	-2.24372	-2.24536	-2.24759	-2.25034	-2.25354	-2.25714	-2.26106	-2.26526	-2.26968	-2.27424	-2.27891	-2.28363	-2.28834	-2.29299	-2.29754	-2.30193	-2.30612	-2.31006	-2.31371	-2.31702	-2.31996	-2.32247	-2.32454	-2.32611	-2.32715	-2.32763	-2.32751	-2.32676	-2.32536	-2.32327	-2.32047	-2.31692	-2.31261	-2.30752	-2.30161	-2.29487	-2.28729	-2.27883	-2.2695	-2.25926	-2.24812	-2.23605	-2.22305	-2.20911	-2.19421	-2.17836	-2.16155	-2.14378	-2.12503	-2.10532	-2.08464	-2.063	-2.04039	-2.01683	-1.99232	-1.96686	-1.94047	-1.91316	-1.88494	-1.85582	-1.82581	-1.79494	-1.76323	-1.73068	-1.69732	-1.66317	-1.62826	-1.59261	-1.55624	-1.51919	-1.48148	-1.44314	-1.40421	-1.36471	-1.32468	-1.28416	-1.24319	-1.2018	-1.16003	-1.11792	-1.07553	-1.03288	-0.990036	-0.947034	-0.903924	-0.860758	-0.817585	-0.77446	-0.731435	-0.688567	-0.645913	-0.60353	-0.561479	-0.51982	-0.478617	-0.437933	-0.397833	-0.358385	-0.319656	-0.281716	-0.244637	-0.208489	-0.173348	-0.139288	-0.106387	-0.0747209	-0.0443705	-0.0154164	0.0120593	0.0379729	0.0622394	0.0847724	0.105484	0.124285	0.141084	0.155791	0.16831	0.178548	0.186407	0.191791	0.1946	0.194734	0.192091	0.186567	0.178058	0.166458	0.151659	0.133552	0.112027	0.0869726	0.0582749	0.0258197	-0.0105091	-0.0508286	-0.0952578	-0.143917	-0.196927	-0.254412	-0.316495	-0.383303	-0.454963	-0.531603	-0.613353	-0.700346	-0.792712	-0.890588	-0.994108	-1.10341	-1.21863	
-5.01418	-4.86071	-4.71316	-4.57139	-4.43527	-4.30466	-4.17942	-4.05942	-3.94453	-3.83463	-3.72957	-3.62924	-3.53351	-3.44225	-3.35534	-3.27267	-3.1941	-3.11953	-3.04882	-2.98188	-2.91858	-2.85881	-2.80245	-2.74941	-2.69956	-2.6528	-2.60903	-2.56814	-2.53003	-2.49459	-2.46173	-2.43134	-2.40333	-2.3776	-2.35406	-2.33262	-2.31317	-2.29563	-2.27992	-2.26594	-2.25361	-2.24283	-2.23354	-2.22564	-2.21906	-2.21372	-2.20953	-2.20643	-2.20433	-2.20316	-2.20285	-2.20333	-2.20453	-2.20639	-2.20882	-2.21178	-2.21519	-2.219	-2.22313	-2.22754	-2.23216	-2.23694	-2.24182	-2.24674	-2.25166	-2.25652	-2.26128	-2.26588	-2.27028	-2.27443	-2.27828	-2.2818	-2.28495	-2.28768	-2.28995	-2.29173	-2.29298	-2.29367	-2.29376	-2.29322	-2.29203	-2.29015	-2.28755	-2.28421	-2.28011	-2.27523	-2.26953	-2.263	-2.25562	-2.24738	-2.23825	-2.22823	-2.21729	-2.20543	-2.19264	-2.17891	-2.16422	-2.14858	-2.13198	-2.11441	-2.09588	-2.07637	-2.0559	-2.03447	-2.01207	-1.98872	-1.96441	-1.93917	-1.91299	-1.88589	-1.85787	-1.82896	-1.79917	-1.76851	-1.737	-1.70466	-1.67151	-1.63757	-1.60287	-1.56742	-1.53127	-1.49442	-1.45692	-1.41879	-1.38007	-1.34078	-1.30096	-1.26065	-1.21989	-1.1787	-1.13714	-1.09525	-1.05306	-1.01063	-0.967988	-0.925194	-0.882293	-0.839336	-0.796372	-0.753456	-0.71064	-0.667981	-0.625536	-0.583362	-0.54152	-0.50007	-0.459076	-0.418601	-0.37871	-0.339471	-0.300951	-0.263221	-0.22635	-0.190411	-0.155479	-0.121629	-0.0889358	-0.057479	-0.0273376	0.00140752	0.0286742	0.0543788	0.0784363	0.10076	0.121263	0.139855	0.156445	0.170942	0.183253	0.193281	0.200932	0.206107	0.208707	0.208632	0.20578	0.200047	0.191329	0.17952	0.164512	0.146196	0.124462	0.0991985	0.0702918	0.0376275	0.00108982	-0.0394388	-0.0840769	-0.132945	-0.186164	-0.243858	-0.30615	-0.373167	-0.445036	-0.521885	-0.603845	-0.691046	-0.783622	-0.881706	-0.985435	-1.09495	-1.21038	
