0	0.123489
0.001	0.0691734
0.002	0.0437105
0.003	0.0277917
0.004	0.0174697
0.005	0.010755
0.006	0.00643679
0.007	0.00371768
0.008	0.0020551
0.009	0.00107642
0.01	0.000527306
0.011	0.000237373
0.012	9.57664e-05
0.013	3.33486e-05
0.014	9.43418e-06
0.015	1.94703e-06
0.016	2.35002e-07
0.017	9.22154e-09
0.018	5.94097e-12
0.019	3.94136e-11
0.02	1.54756e-08
0.021	2.8149e-07
0.022	1.9265e-06
0.023	8.09281e-06
0.024	2.53429e-05
0.025	6.52009e-05
0.026	0.000145699
0.027	0.000292817
0.028	0.000541725
0.029	0.000937756
0.03	0.00153705
0.031	0.00240684
0.032	0.00362535
0.033	0.00528131
0.034	0.00747307
0.035	0.0103074
0.036	0.0138979
0.037	0.018363
0.038	0.0238243
0.039	0.0304036
0.04	0.0382212
0.041	0.0473927
0.042	0.0580268
0.043	0.0702228
0.044	0.0840682
0.045	0.0996362
0.046	0.116984
0.047	0.13615
0.048	0.157153
0.049	0.179993
0.05	0.204644
0.051	0.231061
0.052	0.259174
0.053	0.288891
0.054	0.320098
0.055	0.35266
0.056	0.386419
0.057	0.421201
0.058	0.456813
0.059	0.493048
0.06	0.529684
0.061	0.566492
0.062	0.60323
0.063	0.639655
0.064	0.675518
0.065	0.710572
0.066	0.744573
0.067	0.777279
0.068	0.808461
0.069	0.837898
0.07	0.865381
0.071	0.890717
0.072	0.913731
0.073	0.934266
0.074	0.952184
0.075	0.96737
0.076	0.979731
0.077	0.989196
0.078	0.995718
0.079	0.999275
0.08	0.999867
0.081	0.997516
0.082	0.992268
0.083	0.984191
0.084	0.973371
0.085	0.959914
0.086	0.943946
0.087	0.925605
0.088	0.905046
0.089	0.882435
0.09	0.85795
0.091	0.831776
0.092	0.804106
0.093	0.775135
0.094	0.745064
0.095	0.714092
0.096	0.682418
0.097	0.650238
0.098	0.617743
0.099	0.585119
0.1	0.552542
0.101	0.520182
0.102	0.488198
0.103	0.456736
0.104	0.425934
0.105	0.395915
0.106	0.36679
0.107	0.338657
0.108	0.3116
0.109	0.285691
0.11	0.260987
0.111	0.237534
0.112	0.215363
0.113	0.194496
0.114	0.174942
0.115	0.156697
0.116	0.139752
0.117	0.124084
0.118	0.109665
0.119	0.0964568
0.12	0.0844174
0.121	0.0734979
0.122	0.0636447
0.123	0.0548008
0.124	0.0469063
0.125	0.0398996
0.126	0.0337175
0.127	0.0282969
0.128	0.0235746
0.129	0.0194888
0.13	0.015979
0.131	0.0129869
0.132	0.0104565
0.133	0.00833487
0.134	0.00657225
0.135	0.0051222
0.136	0.00394183
0.137	0.00299192
0.138	0.00223691
0.139	0.00164492
0.14	0.00118762
0.141	0.000840126
0.142	0.000580879
0.143	0.000391398
0.144	0.000256088
0.145	0.000161988
0.146	9.85144e-05
0.147	5.71991e-05
0.148	3.14179e-05
0.149	1.61272e-05
0.15	7.60723e-06
0.151	3.219e-06
0.152	1.17842e-06
0.153	3.52094e-07
0.154	7.74732e-08
0.155	1.0189e-08
0.156	4.66165e-10
0.157	5.87713e-13
0.158	7.41041e-13
0.159	4.96858e-10
0.16	1.04163e-08
0.161	7.73521e-08
0.162	3.45412e-07
0.163	1.13904e-06
0.164	3.07022e-06
0.165	7.1662e-06
0.166	1.50142e-05
0.167	2.89199e-05
0.168	5.20752e-05
0.169	8.87325e-05
0.17	0.00014438
0.171	0.000225913
0.172	0.000341805
0.173	0.000502257
0.174	0.000719346
0.175	0.00100714
0.176	0.00138182
0.177	0.00186171
0.178	0.0024674
0.179	0.00322171
0.18	0.00414968
0.181	0.00527857
0.182	0.00663773
0.183	0.00825855
0.184	0.0101742
0.185	0.0124197
0.186	0.0150312
0.187	0.0180464
0.188	0.0215039
0.189	0.0254426
0.19	0.029902
0.191	0.0349216
0.192	0.0405402
0.193	0.046796
0.194	0.0537259
0.195	0.0613652
0.196	0.069747
0.197	0.0789024
0.198	0.088859
0.199	0.0996418
0.2	0.111272
0.201	0.123766
0.202	0.137137
0.203	0.151393
0.204	0.166537
0.205	0.182567
0.206	0.199476
0.207	0.217251
0.208	0.235872
0.209	0.255315
0.21	0.27555
0.211	0.296541
0.212	0.318245
0.213	0.340614
0.214	0.363595
0.215	0.38713
0.216	0.411153
0.217	0.435597
0.218	0.460388
0.219	0.485448
0.22	0.510696
0.221	0.536047
