../results/dj38_swap-3-01.csv,../results/dj38_swap-3-02.csv,avg
10535.977976000006,10470.289096000011,10503.133536000008
10226.333504000006,10338.31133600001,10282.322420000008
9957.377960000005,10201.289120000009,10079.333540000007
9815.844600000004,10031.222416000008,9923.533508000006
9767.666816000004,9943.355736000009,9855.511276000007
9643.600184000004,9821.555752000007,9732.577968000005
9581.311312000007,9732.222408000005,9656.766860000007
9464.866840000004,9695.955744000004,9580.411292000004
9445.911312000006,9624.755792000007,9535.333552000007
9401.000160000005,9600.955784000005,9500.977972000004
9362.266816000005,9570.289120000005,9466.277968000006
9190.689088000003,9545.178040000006,9367.933564000004
9071.822408000002,9545.178040000006,9308.500224000003
9051.044600000001,9515.200256000007,9283.122428000004
8995.422352000001,9451.022472000006,9223.222412000003
8992.066800000002,9353.978048000004,9173.022424000003
8948.489024000002,9329.178048000007,9138.833536000006
8948.489024000002,9266.555832000005,9107.522428000004
8933.622344000001,9266.555832000005,9100.089088000004
8900.177912000003,9262.466928000005,9081.322420000004
8900.177912000003,9201.844704000005,9051.011308000005
8900.177912000003,9165.689128000005,9032.933520000004
8879.555688000002,9146.378024000007,9012.966856000005
8835.666816000003,9146.378024000007,8991.022420000005
8832.689024000003,9146.378024000007,8989.533524000006
8822.555704000004,9146.378024000007,8984.466864000005
8822.555704000004,9135.000232000006,8978.777968000006
8817.000168000004,9120.977984000005,8968.989076000005
8795.933520000004,9120.977984000005,8958.455752000005
8777.622392000005,9088.866872000006,8933.244632000005
8777.400144000003,9078.444656000005,8927.922400000003
8697.822360000002,9057.533560000005,8877.677960000005
8637.200128000004,9054.377992000005,8845.789060000005
8603.689024000005,9030.022416000003,8816.855720000003
8597.155688000004,8996.822432000004,8796.989060000004
8549.844584000004,8996.822432000004,8773.333508000003
8533.000144000005,8996.822432000004,8764.911288000005
8521.377912000004,8954.044640000002,8737.711276000002
8514.577912000002,8954.044640000002,8734.311276000002
8506.755712000004,8954.044640000002,8730.400176000003
8482.844584000004,8954.044640000002,8718.444612000003
8470.889016000005,8954.044640000002,8712.466828000004
8457.666800000005,8942.400184000002,8700.033492000002
8457.666800000005,8933.577968000003,8695.622384000004
8457.666800000005,8933.577968000003,8695.622384000004
8457.666800000005,8933.577968000003,8695.622384000004
8444.089040000003,8933.577968000003,8688.833504000002
8444.089040000003,8933.577968000003,8688.833504000002
8432.489056000002,8902.689096000004,8667.589076000004
8432.489056000002,8902.689096000004,8667.589076000004
8432.489056000002,8902.689096000004,8667.589076000004
8432.489056000002,8871.978000000003,8652.233528000002
8369.822416000003,8871.978000000003,8620.900208000003
8369.822416000003,8871.978000000003,8620.900208000003
8340.422416000003,8855.289120000003,8597.855768000003
8340.422416000003,8805.577984000003,8573.000200000002
8339.244632000002,8805.577984000003,8572.411308000002
8339.244632000002,8805.577984000003,8572.411308000002
8315.911304000001,8805.577984000003,8560.744644000002
8315.911304000001,8787.866880000003,8551.889092000001
8315.911304000001,8787.244648000004,8551.577976000002
8297.466848000002,8787.244648000004,8542.355748000002
8297.466848000002,8786.889104000003,8542.177976000003
8297.466848000002,8735.822424000004,8516.644636000003
8297.466848000002,8718.333520000002,8507.900184000002
8297.466848000002,8699.666848,8498.566848000002
8297.466848000002,8699.666848,8498.566848000002
8297.466848000002,8699.666848,8498.566848000002
8297.466848000002,8683.86684,8490.666844000001
8297.466848000002,8683.86684,8490.666844000001
8297.466848000002,8683.86684,8490.666844000001
8239.355720000001,8683.86684,8461.611280000001
8210.266832000001,8681.644616,8445.955724
8210.266832000001,8681.644616,8445.955724
8210.266832000001,8645.555736,8427.911284000002
8210.266832000001,8617.111296000001,8413.689064000002
8210.266832000001,8617.111296000001,8413.689064000002
8210.266832000001,8617.111296000001,8413.689064000002
8210.266832000001,8615.155736000002,8412.711284
8210.266832000001,8615.155736000002,8412.711284
8210.266832000001,8615.155736000002,8412.711284
8199.755720000001,8615.155736000002,8407.455728
8199.755720000001,8615.155736000002,8407.455728
8199.755720000001,8615.155736000002,8407.455728
8199.755720000001,8615.155736000002,8407.455728
8199.755720000001,8595.777944000003,8397.766832000001
8199.755720000001,8595.777944000003,8397.766832000001
8199.755720000001,8578.422400000003,8389.089060000002
8199.755720000001,8578.422400000003,8389.089060000002
8199.755720000001,8566.489056000002,8383.122388000002
8199.755720000001,8566.489056000002,8383.122388000002
8199.755720000001,8546.000176000003,8372.877948000001
8178.800176000001,8546.000176000003,8362.400176000003
8178.800176000001,8546.000176000003,8362.400176000003
8178.800176000001,8546.000176000003,8362.400176000003
8178.800176000001,8462.511320000005,8320.655748000003
8178.800176000001,8414.000200000002,8296.400188000001
8178.800176000001,8411.711312000005,8295.255744000002
8178.800176000001,8411.711312000005,8295.255744000002
8178.800176000001,8411.711312000005,8295.255744000002
8178.800176000001,8411.711312000005,8295.255744000002
8178.800176000001,8411.711312000005,8295.255744000002
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8411.511320000001,8295.155748000001
8178.800176000001,8410.289112000002,8294.544644000001
8178.800176000001,8384.200192000002,8281.500184
8178.800176000001,8372.511304000001,8275.655740000002
8178.800176000001,8372.511304000001,8275.655740000002
8178.800176000001,8372.511304000001,8275.655740000002
8175.022384,8372.511304000001,8273.766844000002
8173.311272000001,8370.800192000002,8272.055732
8173.311272000001,8370.800192000002,8272.055732
8173.311272000001,8334.666840000002,8253.989056000002
8173.311272000001,8334.666840000002,8253.989056000002
8173.311272000001,8334.666840000002,8253.989056000002
8173.311272000001,8333.089064000002,8253.200168000001
8173.311272000001,8333.089064000002,8253.200168000001
8173.311272000001,8333.089064000002,8253.200168000001
8154.333488,8333.089064000002,8243.711276000002
8154.333488,8333.089064000002,8243.711276000002
8154.333488,8333.089064000002,8243.711276000002
8154.333488,8333.089064000002,8243.711276000002
8154.333488,8333.089064000002,8243.711276000002
8154.333488,8333.089064000002,8243.711276000002
8094.911255999999,8333.089064000002,8214.00016
8094.911255999999,8333.089064000002,8214.00016
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8094.911255999999,8326.066840000001,8210.489048
8030.222384000001,8326.066840000001,8178.144612000001
8030.222384000001,8326.066840000001,8178.144612000001
8006.6446000000005,8326.066840000001,8166.355720000001
8006.6446000000005,8326.066840000001,8166.355720000001
7968.33348,8325.489064000001,8146.911272000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8302.13348,8135.233480000001
7968.33348,8283.666816,8126.000148000001
7968.33348,8283.666816,8126.000148000001
7968.33348,8283.666816,8126.000148000001
7968.33348,8257.533496,8112.933488000001
7968.33348,8237.044576,8102.689028000001
7967.155696000001,8237.044576,8102.100136000001
7967.155696000001,8233.4668,8100.311248
7964.222368000001,8233.4668,8098.844584
7964.222368000001,8233.4668,8098.844584
7964.222368000001,8214.37792,8089.300144000001
7964.222368000001,8214.37792,8089.300144000001
7946.177936000001,8214.37792,8080.277928000001
7946.177936000001,8214.37792,8080.277928000001
7932.4223680000005,8214.37792,8073.400144000001
7932.4223680000005,8214.37792,8073.400144000001
7932.4223680000005,8203.200136000001,8067.811252000001
7932.4223680000005,8203.200136000001,8067.811252000001
