../results/dj38_exp_rank_mutator001-01.csv,../results/dj38_exp_rank_mutator001-02.csv,avg
10629.044608000007,10592.511288000005,10610.777948000006
10523.155712000005,10392.044624000004,10457.600168000004
10422.400152000004,10232.489072000004,10327.444612000003
10377.222376000005,10209.311280000004,10293.266828000003
10346.866824000004,10083.711304000002,10215.289064000004
10087.555736000004,10054.466872000003,10071.011304000003
10068.844616000004,9985.577992000004,10027.211304000004
9998.733512000003,9907.177976000003,9952.955744000003
9934.466840000003,9895.422392000002,9914.944616000002
9925.800160000003,9890.089064000003,9907.944612000003
9923.800168000003,9818.977960000004,9871.389064000003
9836.666824000004,9774.400168000004,9805.533496000004
9803.800136000002,9764.866864000005,9784.333500000004
9693.311256,9732.377968000004,9712.844612000003
9600.355712000004,9687.377984000004,9643.866848000005
9575.644616000003,9667.577992000004,9621.611304000004
9559.200160000002,9529.511344000006,9544.355752000003
9549.244608000003,9466.666888000003,9507.955748000004
9504.400136000002,9466.666888000003,9485.533512000002
9504.400136000002,9465.378000000004,9484.889068000004
9470.177944000003,9449.711328000005,9459.944636000004
9460.066832000004,9441.800216000005,9450.933524000004
9460.066832000004,9426.444656000005,9443.255744000006
9444.000176000003,9420.022416000005,9432.011296000004
9414.577968000003,9336.755768000006,9375.666868000004
9411.689080000004,9326.889080000003,9369.289080000002
9383.022408000003,9316.711312000005,9349.866860000004
9355.333512000001,9249.355784000005,9302.344648000002
9347.777960000003,9197.755776000004,9272.766868000002
9318.155760000003,9197.755776000004,9257.955768000003
9276.222424000003,9157.933560000007,9217.077992000006
9262.600216000003,9123.711352000006,9193.155784000004
9155.133568000005,9122.778024000007,9138.955796000006
9134.511344000004,9122.778024000007,9128.644684000006
9134.511344000004,9115.911368000006,9125.211356000005
9094.600232000004,9094.200232000007,9094.400232000005
9094.600232000004,9094.200232000007,9094.400232000005
9094.600232000004,9094.200232000007,9094.400232000005
9079.755800000003,9063.177984000004,9071.466892000004
9079.755800000003,9056.044648000005,9067.900224000005
8960.711344000003,8984.355760000006,8972.533552000004
8960.711344000003,8983.311320000004,8972.011332000004
8960.711344000003,8983.311320000004,8972.011332000004
8944.622472000003,8980.533552000006,8962.578012000005
8921.422480000003,8980.533552000006,8950.978016000005
8822.044656000002,8958.311320000004,8890.177988000003
8805.600216000003,8958.311320000004,8881.955768000003
8805.600216000003,8928.289088000005,8866.944652000004
8805.600216000003,8926.933528000005,8866.266872000004
8805.600216000003,8887.755736000005,8846.677976000003
8748.955752000003,8887.755736000005,8818.355744000004
8739.733528000002,8884.866856000004,8812.300192000002
8690.000184000002,8884.866856000004,8787.433520000002
8688.933520000002,8877.400208000005,8783.166864000003
8688.933520000002,8877.400208000005,8783.166864000003
8677.511304000001,8873.622416000004,8775.566860000003
8559.333552000002,8873.622416000004,8716.477984000003
8532.044656000002,8873.622416000004,8702.833536000002
8496.24464,8873.622416000004,8684.933528000001
8496.24464,8860.933528000003,8678.589084000003
8476.28908,8856.400200000004,8666.344640000003
8428.622416,8856.400200000004,8642.511308000001
8428.622416,8838.244656000004,8633.433536000002
8424.177975999999,8818.911320000005,8621.544648000003
8422.289087999998,8813.533560000005,8617.911324
8422.289087999998,8813.533560000005,8617.911324
8415.400208,8808.378008000005,8611.889108000003
