../results/dj38_reverse-2-01.csv,../results/dj38_reverse-2-02.csv,avg
10435.844552000002,10223.644648000009,10329.744600000005
10333.000128000003,10221.444648000008,10277.222388000006
10242.422352000001,10211.222416000006,10226.822384000003
10198.777928000001,10155.977992000006,10177.377960000003
10144.555696000001,10110.755776000007,10127.655736000004
10067.266808,10058.977984000005,10063.122396000002
10044.000135999999,9975.111304000002,10009.55572
10003.422336,9942.600192000004,9973.011264
10003.422336,9930.511296000002,9966.966816
9986.066783999999,9920.600184000003,9953.333484
9929.622351999999,9917.800192000002,9923.711272
9908.111248,9904.333528000003,9906.222388000002
9891.089032,9893.155752000002,9892.122392000001
9885.377919999999,9820.022416000003,9852.700168000001
9878.311224,9794.333528000003,9836.322376
9853.644551999998,9786.889080000004,9820.266816000001
9844.800103999998,9757.866872000004,9801.333488
9805.466792,9709.822448000006,9757.644620000003
9785.577911999999,9701.044648000005,9743.311280000002
9728.622399999998,9694.044648000005,9711.333524000001
9728.622399999998,9675.400200000005,9702.011300000002
9728.622399999998,9600.111328000006,9664.366864000003
9683.866848,9590.533544000007,9637.200196000003
9651.933519999999,9571.822424000005,9611.877972000002
9651.933519999999,9531.622408000003,9591.777964
9651.933519999999,9504.355760000004,9578.144640000002
9651.933519999999,9500.044648000005,9575.989084
9651.933519999999,9500.044648000005,9575.989084
9643.511304,9500.044648000005,9571.777976000001
9630.689096000002,9500.044648000005,9565.366872000002
9630.689096000002,9497.089088000004,9563.889092000003
9630.689096000002,9487.778008000005,9559.233552000003
9626.955784000002,9471.089104000006,9549.022444000004
9594.889096000004,9449.200224000006,9522.044660000005
9590.844656000003,9449.200224000006,9520.022440000004
9544.244656000004,9435.378000000004,9489.811328000003
9544.244656000004,9403.400208000005,9473.822432000004
9529.511320000005,9383.933536000004,9456.722428000005
9489.777976000005,9379.111312000005,9434.444644000005
9487.377968000004,9363.711320000004,9425.544644000005
9464.622432000006,9360.866872000004,9412.744652000005
9452.800208000006,9337.911312000006,9395.355760000006
9431.422432000007,9318.777968000004,9375.100200000004
9396.689104000006,9317.377968000004,9357.033536000006
9396.689104000006,9309.955744000004,9353.322424000005
9396.689104000006,9294.111304000002,9345.400204000005
9390.444640000003,9294.111304000002,9342.277972000004
9390.444640000003,9291.644656000004,9341.044648000003
9387.444648000004,9286.800208000004,9337.122428000004
9387.444648000004,9258.644648000003,9323.044648000003
9387.444648000004,9237.933536000002,9312.689092000004
9378.911320000005,9237.933536000002,9308.422428000003
9375.800200000005,9181.777984000002,9278.789092000003
9373.600200000004,9158.022424000003,9265.811312000003
9373.600200000004,9144.844640000003,9259.222420000004
9373.600200000004,9144.844640000003,9259.222420000004
9373.600200000004,9144.844640000003,9259.222420000004
9373.600200000004,9131.289072000003,9252.444636000004
9373.600200000004,9131.289072000003,9252.444636000004
9373.133544000006,9131.289072000003,9252.211308000005
9363.977984000005,9112.066848000002,9238.022416000003
9300.800216000005,9110.866848000003,9205.833532000004
9300.600216000006,9067.822400000003,9184.211308000005
9300.600216000006,9043.222392000001,9171.911304000005
9300.600216000006,9043.222392000001,9171.911304000005
9283.177992000006,9023.666832000003,9153.422412000004
9283.177992000006,9023.666832000003,9153.422412000004
9262.444656000007,9006.666840000002,9134.555748000004
9260.533536000004,9006.51128,9133.522408000003
9260.533536000004,8918.977960000002,9089.755748000003
9260.533536000004,8918.977960000002,9089.755748000003
9241.289112000004,8904.089072000002,9072.689092000004
9241.289112000004,8803.555728000001,9022.422420000003
9241.289112000004,8773.244624000003,9007.266868000002
9231.755784000004,8773.244624000003,9002.500204000004
9218.422448000005,8773.244624000003,8995.833536000004
9218.266888000004,8773.244624000003,8995.755756000002
9218.266888000004,8773.244624000003,8995.755756000002
9218.266888000004,8773.244624000003,8995.755756000002
9208.489104000004,8752.8224,8980.655752000002
9208.489104000004,8752.8224,8980.655752000002
9208.489104000004,8751.46684,8979.977972
9201.355768000003,8742.600159999998,8971.977964000002
9201.355768000003,8712.600176,8956.977972
9201.355768000003,8648.000184,8924.677976000003
9201.355768000003,8648.000184,8924.677976000003
9185.266896000005,8648.000184,8916.633540000003
9185.266896000005,8622.177968,8903.722432000002
9185.266896000005,8622.177968,8903.722432000002
9185.266896000005,8621.377968,8903.322432000003
9185.266896000005,8606.377968000003,8895.822432000004
9185.266896000005,8606.377968000003,8895.822432000004
9185.266896000005,8606.377968000003,8895.822432000004
9185.266896000005,8606.377968000003,8895.822432000004
9179.289120000005,8591.511296000002,8885.400208000003
9179.289120000005,8591.511296000002,8885.400208000003
9179.289120000005,8591.511296000002,8885.400208000003
9165.155784000002,8580.689064,8872.922424
9125.511344000004,8580.689064,8853.100204000002
9125.511344000004,8580.689064,8853.100204000002
9107.022448000005,8580.689064,8843.855756000003
9107.022448000005,8580.689064,8843.855756000003
9102.711336000002,8546.666856000003,8824.689096000002
9102.711336000002,8538.622408000001,8820.666872000002
9102.711336000002,8537.711296000001,8820.211316
9102.711336000002,8530.555744000003,8816.633540000003
9102.711336000002,8530.555744000003,8816.633540000003
9100.466888000003,8530.555744000003,8815.511316000004
9100.466888000003,8530.555744000003,8815.511316000004
9100.466888000003,8530.555744000003,8815.511316000004
9098.755768000005,8530.555744000003,8814.655756000004
9060.400216000004,8530.555744000003,8795.477980000003
9060.400216000004,8530.555744000003,8795.477980000003
9048.266888000004,8530.555744000003,8789.411316000003
9048.266888000004,8530.555744000003,8789.411316000003
9048.266888000004,8530.555744000003,8789.411316000003
9048.266888000004,8530.555744000003,8789.411316000003
9048.266888000004,8530.555744000003,8789.411316000003
9048.266888000004,8530.555744000003,8789.411316000003
9028.511336000003,8530.555744000003,8779.533540000004
9025.733552000003,8530.555744000003,8778.144648000003
9009.466888000003,8500.955760000004,8755.211324000004
9009.466888000003,8486.444640000003,8747.955764000002
9009.466888000003,8486.444640000003,8747.955764000002
8978.444680000004,8486.444640000003,8732.444660000005
8978.444680000004,8486.444640000003,8732.444660000005
8947.844672000003,8486.444640000003,8717.144656000004
8947.844672000003,8486.444640000003,8717.144656000004
8947.844672000003,8486.444640000003,8717.144656000004
8947.844672000003,8486.444640000003,8717.144656000004
8947.844672000003,8486.444640000003,8717.144656000004
8947.844672000003,8483.644632000003,8715.744652000003
8926.466880000004,8483.644632000003,8705.055756000003
8920.377992000002,8483.066856000003,8701.722424000003
8920.377992000002,8441.711304000004,8681.044648000003
8920.377992000002,8441.711304000004,8681.044648000003
8920.377992000002,8441.711304000004,8681.044648000003
8914.177992000003,8440.689096000006,8677.433544000003
8914.177992000003,8440.689096000006,8677.433544000003
8914.177992000003,8440.689096000006,8677.433544000003
8914.177992000003,8440.689096000006,8677.433544000003
8914.177992000003,8426.600216000004,8670.389104000003
8914.177992000003,8426.600216000004,8670.389104000003
8914.177992000003,8426.600216000004,8670.389104000003
8914.177992000003,8426.600216000004,8670.389104000003
8914.177992000003,8426.600216000004,8670.389104000003
8914.177992000003,8414.711328000005,8664.444660000005
8914.177992000003,8414.711328000005,8664.444660000005
8910.466880000005,8414.711328000005,8662.589104000006
8866.511328000004,8414.711328000005,8640.611328000005
8866.511328000004,8414.711328000005,8640.611328000005
8857.355768000003,8414.711328000005,8636.033548000003
8857.355768000003,8414.711328000005,8636.033548000003
8857.355768000003,8414.711328000005,8636.033548000003
8853.511328000004,8414.711328000005,8634.111328000005
8853.511328000004,8414.711328000005,8634.111328000005
8853.511328000004,8414.711328000005,8634.111328000005
8852.022432000003,8414.711328000005,8633.366880000005
8851.711320000004,8414.711328000005,8633.211324000004
8850.666880000002,8414.711328000005,8632.689104000005
8850.666880000002,8414.711328000005,8632.689104000005
8850.666880000002,8411.666872000003,8631.166876000003
8843.733528000002,8411.666872000003,8627.700200000003
8843.733528000002,8411.666872000003,8627.700200000003
8832.400184000004,8411.666872000003,8622.033528000004
8832.400184000004,8411.666872000003,8622.033528000004
8832.400184000004,8411.666872000003,8622.033528000004
8832.400184000004,8411.666872000003,8622.033528000004
8832.400184000004,8411.666872000003,8622.033528000004
8832.400184000004,8411.666872000003,8622.033528000004
8832.400184000004,8411.666872000003,8622.033528000004
8832.400184000004,8406.333528000003,8619.366856000004
8832.400184000004,8398.889088000004,8615.644636000005
8832.400184000004,8398.889088000004,8615.644636000005
8832.400184000004,8397.844640000003,8615.122412000004
8831.222416000002,8397.844640000003,8614.533528000004
8831.222416000002,8390.733528000004,8610.977972000004
8804.622416000004,8390.733528000004,8597.677972000005
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8804.622416000004,8378.844640000003,8591.733528000004
8798.422424000004,8378.844640000003,8588.633532000003
8768.111304000004,8371.977976000006,8570.044640000004
8768.111304000004,8371.977976000006,8570.044640000004
8763.266856000004,8371.977976000006,8567.622416000006
8763.266856000004,8371.977976000006,8567.622416000006
8763.066856000005,8371.977976000006,8567.522416000005
8763.066856000005,8371.977976000006,8567.522416000005
8763.066856000005,8371.977976000006,8567.522416000005
8743.444632000004,8371.977976000006,8557.711304000004
8743.444632000004,8371.644648000005,8557.544640000004
8737.933504000004,8371.644648000005,8554.789076000005
8737.933504000004,8371.644648000005,8554.789076000005
8737.933504000004,8371.644648000005,8554.789076000005
8724.377944000002,8371.644648000005,8548.011296000004
8720.777944000003,8371.644648000005,8546.211296000005
8720.777944000003,8371.644648000005,8546.211296000005
8720.777944000003,8371.311328000005,8546.044636000004
8720.777944000003,8371.311328000005,8546.044636000004
8720.777944000003,8371.311328000005,8546.044636000004
8720.777944000003,8371.311328000005,8546.044636000004
8720.777944000003,8371.311328000005,8546.044636000004
