../results/dj38_exp_rank_swap0-01.csv,../results/dj38_exp_rank_swap0-02.csv,avg
10447.222408000003,10685.511232000004,10566.366820000003
10187.311288000003,10503.777920000006,10345.544604000004
10147.689096000004,10429.31129600001,10288.500196000008
10016.955752000003,10064.977952000005,10040.966852000005
9964.955760000004,9950.533488000006,9957.744624000006
9902.977992000006,9878.800136000005,9890.889064000006
9883.022448000005,9842.600128000005,9862.811288000004
9856.711328000005,9842.600128000005,9849.655728000005
9841.978000000005,9842.600128000005,9842.289064000004
9806.178016000005,9830.289024000005,9818.233520000005
9752.689096000006,9824.177920000006,9788.433508000006
9731.711304000006,9824.177920000006,9777.944612000007
9724.622416000006,9796.622368000004,9760.622392000005
9724.622416000006,9729.000152000004,9726.811284000005
9669.889064000005,9702.866808000004,9686.377936000004
9607.311280000005,9665.244616000005,9636.277948000006
9578.066840000003,9627.955704000005,9603.011272000003
9534.711296000003,9608.355696000002,9571.533496000004
9517.955752000003,9594.600144000004,9556.277948000003
9517.955752000003,9557.666824000004,9537.811288000004
9433.133528000002,9529.044576000006,9481.089052000003
9433.133528000002,9479.133464000004,9456.133496000002
9337.155744000003,9452.155672000004,9394.655708000004
9302.155752,9452.155672000004,9377.155712000003
9302.155752,9427.733464000004,9364.944608000002
9282.533520000003,9424.311248000005,9353.422384000005
9282.533520000003,9360.822368000003,9321.677944000003
9205.622416000004,9317.911248000004,9261.766832000005
9190.555744000003,9303.577936000005,9247.066840000003
9116.733520000002,9235.822368000003,9176.277944000001
9105.422408000002,9235.511256000003,9170.466832000002
9089.333528000003,9201.266800000003,9145.300164000004
9085.733536000003,9162.066808000003,9123.900172000003
9085.733536000003,9162.066808000003,9123.900172000003
9039.177968000004,9108.889048000003,9074.033508000004
9029.666856000002,9108.889048000003,9069.277952000002
9028.800200000003,9108.889048000003,9068.844624000003
8931.777976000005,9081.800160000003,9006.789068000004
8904.866848000001,9081.800160000003,8993.333504000002
8880.755736000003,9042.511280000004,8961.633508000003
8880.755736000003,9042.511280000004,8961.633508000003
8871.044624,9042.511280000004,8956.777952000002
8865.933519999999,9042.511280000004,8954.222400000002
8865.933519999999,9042.511280000004,8954.222400000002
8815.666856,9042.511280000004,8929.089068000001
8815.666856,9042.511280000004,8929.089068000001
8815.666856,9020.422384000003,8918.04462
8815.666856,9020.422384000003,8918.04462
8815.666856,9020.422384000003,8918.04462
8815.666856,9020.422384000003,8918.04462
8815.666856,9020.422384000003,8918.04462
8815.666856,9020.422384000003,8918.04462
8810.955744,9020.422384000003,8915.689064000002
8790.844624000001,9020.422384000003,8905.633504000001
8790.844624000001,9011.022368000002,8900.933496000001
8790.844624000001,9011.022368000002,8900.933496000001
8790.844624000001,8980.155712000002,8885.500168000002
8790.844624000001,8980.155712000002,8885.500168000002
8790.844624000001,8938.777936000002,8864.811280000002
8779.000168,8921.044600000001,8850.022384
8696.933488,8906.311272000003,8801.62238
8683.377936,8897.977936000003,8790.677936000002
8683.377936,8885.666832000003,8784.522384000002
8683.377936,8877.622384000002,8780.500160000001
8683.377936,8877.622384000002,8780.500160000001
8683.377936,8877.622384000002,8780.500160000001
8683.377936,8876.866824000002,8780.12238
8683.377936,8866.955712000003,8775.166824000002
8683.377936,8866.955712000003,8775.166824000002
8683.377936,8866.955712000003,8775.166824000002
8673.177944000001,8854.400160000005,8763.789052000004
8673.177944000001,8854.400160000005,8763.789052000004
8663.155712000002,8854.400160000005,8758.777936000002
8663.155712000002,8854.400160000005,8758.777936000002
8643.533488000001,8846.089040000003,8744.811264000002
8643.533488000001,8846.089040000003,8744.811264000002
8643.533488000001,8846.089040000003,8744.811264000002
8643.533488000001,8846.089040000003,8744.811264000002
8634.800152,8846.089040000003,8740.444596000001
8634.800152,8846.089040000003,8740.444596000001
8622.177928,8844.955696,8733.566812000001
8605.311264,8844.955696,8725.13348
8605.311264,8844.955696,8725.13348
8605.311264,8844.955696,8725.13348
8605.311264,8844.955696,8725.13348
8605.311264,8844.955696,8725.13348
8605.311264,8844.000144000003,8724.655704
8605.311264,8817.333488000004,8711.322376000002
8605.311264,8817.333488000004,8711.322376000002
8605.311264,8808.311256000005,8706.811260000002
8605.311264,8808.311256000005,8706.811260000002
8605.311264,8802.911272000005,8704.111268000002
8605.311264,8802.911272000005,8704.111268000002
8573.800167999998,8802.911272000005,8688.355720000001
8573.800167999998,8786.355720000007,8680.077944000002
8573.800167999998,8782.555720000006,8678.177944000003
8536.000159999998,8717.400168000006,8626.700164000002
8536.000159999998,8708.244608000006,8622.122384000002
8517.289047999999,8708.244608000006,8612.766828000003
8517.289047999999,8701.755744000006,8609.522396000002
8513.622392,8701.755744000006,8607.689068000003
8513.622392,8701.755744000006,8607.689068000003
8513.622392,8689.000192000005,8601.311292000002
