../results/dj38_swap-1-01.csv,../results/dj38_swap-1-02.csv,avg
10223.889032000008,10391.600184000008,10307.744608000008
10106.97794400001,10242.955784000009,10174.966864000009
10051.133504000009,10188.84466400001,10119.989084000008
9912.022352000007,10043.22244800001,9977.622400000007
9822.489008000006,9937.689104000008,9880.089056000008
9762.377880000007,9810.689128000005,9786.533504000006
9680.111232000005,9747.955760000004,9714.033496000004
9572.622360000005,9719.289048000004,9645.955704000004
9500.844560000005,9639.577920000002,9570.211240000004
9418.000112000002,9637.000136000002,9527.500124000002
9387.511216000003,9598.755680000002,9493.133448000002
9378.177888000004,9570.266784000003,9474.222336000003
9250.111200000003,9483.066776000003,9366.588988000003
9238.088976000001,9400.844560000003,9319.466768000002
9222.288968,9355.333448000003,9288.811208000003
9222.288968,9318.400120000004,9270.344544000003
9162.111216000001,9318.400120000004,9240.255668000002
9086.64456,9305.977904000003,9196.311232000002
9059.666776,9305.977904000003,9182.822340000002
9037.088984,9297.111240000004,9167.100112000002
9037.088984,9234.400144000005,9135.744564000002
9025.222328000002,9132.511280000004,9078.866804000003
9025.222328000002,9132.511280000004,9078.866804000003
9024.177880000001,9132.511280000004,9078.344580000003
9024.177880000001,9132.511280000004,9078.344580000003
9024.177880000001,9132.511280000004,9078.344580000003
8997.777864000002,9132.511280000004,9065.144572000003
8974.977856000001,9130.889072000005,9052.933464000003
8974.977856000001,9101.222408000005,9038.100132000003
8965.044528,9100.422408000006,9032.733468000002
8946.822304,9076.355736000005,9011.589020000003
8946.822304,9076.355736000005,9011.589020000003
8946.822304,9076.355736000005,9011.589020000003
8946.822304,9037.955744000004,8992.389024000002
8943.266743999999,9033.422416000005,8988.34458
8940.311208,9033.422416000005,8986.866812000002
8935.888991999998,8987.466840000003,8961.677916
8935.888991999998,8979.089064000005,8957.489028000002
8927.333432,8970.933496000003,8949.133464000002
8921.17788,8970.933496000003,8946.055688
8921.17788,8970.933496000003,8946.055688
8845.689016,8947.155720000004,8896.422368000003
8813.466783999998,8947.155720000004,8880.311252000001
8810.866767999998,8947.155720000004,8879.011244000001
8810.866767999998,8947.155720000004,8879.011244000001
8783.244551999996,8947.155720000004,8865.200136
8770.866783999998,8947.155720000004,8859.011252
8765.977895999999,8947.155720000004,8856.566808000001
8765.977895999999,8941.177936000004,8853.577916000002
8765.977895999999,8941.177936000004,8853.577916000002
8765.977895999999,8923.155712000003,8844.566804000002
8716.555671999999,8903.533496000004,8810.044584000001
8716.555671999999,8855.755720000005,8786.155696000002
8713.333432,8850.844608000003,8782.089020000001
8710.866759999999,8849.066840000003,8779.966800000002
8710.866759999999,8825.489064000003,8768.177912000001
8710.555647999998,8825.489064000003,8768.022356000001
8666.800079999999,8825.489064000003,8746.144572000001
8659.755632,8814.800168000005,8737.277900000003
8659.755632,8812.600168000004,8736.177900000002
8659.755632,8807.733496000004,8733.744564000002
8659.755632,8807.733496000004,8733.744564000002
8659.755632,8807.733496000004,8733.744564000002
8659.755632,8789.755704000003,8724.755668000002
8659.755632,8789.755704000003,8724.755668000002
8657.444511999998,8789.755704000003,8723.600108
8657.444511999998,8783.355704000003,8720.400108000002
8657.444511999998,8772.422392000002,8714.933452000001
8651.577831999999,8750.177952000004,8700.877892
8651.577831999999,8750.177952000004,8700.877892
8651.577831999999,8750.177952000004,8700.877892
8651.577831999999,8720.333512000005,8685.955672000002
8651.577831999999,8720.333512000005,8685.955672000002
8622.133383999997,8720.333512000005,8671.233448
8622.133383999997,8720.333512000005,8671.233448
8622.133383999997,8720.333512000005,8671.233448
8622.133383999997,8720.333512000005,8671.233448
8605.266719999998,8718.822392000002,8662.044556
8574.866728,8700.889080000003,8637.877904
8574.866728,8691.689080000004,8633.277904000002
8574.866728,8691.689080000004,8633.277904000002
8569.533408,8691.689080000004,8630.611244000002
8552.666743999998,8691.689080000004,8622.177912000001
8552.666743999998,8691.689080000004,8622.177912000001
8548.377864000002,8689.889064000003,8619.133464000002
8548.377864000002,8689.889064000003,8619.133464000002
8548.377864000002,8625.911280000002,8587.144572000001
8548.377864000002,8625.911280000002,8587.144572000001
8548.377864000002,8604.089048000002,8576.233456000002
8548.377864000002,8604.089048000002,8576.233456000002
8540.222312,8604.089048000002,8572.15568
8521.666768000001,8604.089048000002,8562.877908000002
8521.666768000001,8604.089048000002,8562.877908000002
8521.666768000001,8586.689056000001,8554.177912000001
8521.666768000001,8584.133512000002,8552.900140000002
8511.755656000001,8577.044632000003,8544.400144000003
8511.755656000001,8577.044632000003,8544.400144000003
8493.488991999999,8577.044632000003,8535.266812000002
8493.488991999999,8577.044632000003,8535.266812000002
8482.33344,8558.422384000001,8520.377912
8482.33344,8558.422384000001,8520.377912
8482.33344,8558.422384000001,8520.377912
8445.600112,8558.422384000001,8502.011248
8438.533440000001,8558.422384000001,8498.477912000002
8425.622352,8547.889056000002,8486.755704000001
8423.555688,8547.889056000002,8485.722372
8423.555688,8547.889056000002,8485.722372
8423.555688,8547.889056000002,8485.722372
8423.555688,8547.889056000002,8485.722372
8378.000112000002,8547.889056000002,8462.944584
8378.000112000002,8547.889056000002,8462.944584
8378.000112000002,8547.889056000002,8462.944584
8378.000112000002,8526.711288,8452.3557
8378.000112000002,8503.777952,8440.889032000001
8372.089,8503.777952,8437.933476
8351.488991999999,8503.777952,8427.633472
8333.466775999997,8503.777952,8418.622363999999
8333.466775999997,8500.266840000002,8416.866807999999
8320.377903999999,8487.200152000003,8403.789028000001
8320.377903999999,8487.200152000003,8403.789028000001
8320.377903999999,8487.200152000003,8403.789028000001
8320.377903999999,8487.200152000003,8403.789028000001
8312.688999999998,8476.644608000002,8394.666804
8277.133456,8476.644608000002,8376.889032000001
8277.133456,8476.644608000002,8376.889032000001
8277.133456,8476.644608000002,8376.889032000001
8277.133456,8459.666848000003,8368.400152000002
8277.133456,8459.666848000003,8368.400152000002
8277.133456,8459.666848000003,8368.400152000002
8265.111216,8459.666848000003,8362.389032000001
8243.444551999999,8459.666848000003,8351.5557
8242.577872,8459.666848000003,8351.122360000001
8242.577872,8459.666848000003,8351.122360000001
8242.577872,8459.666848000003,8351.122360000001
8242.577872,8459.666848000003,8351.122360000001
8232.200095999999,8459.666848000003,8345.933472
8232.200095999999,8459.666848000003,8345.933472
8232.200095999999,8459.666848000003,8345.933472
8232.200095999999,8459.666848000003,8345.933472
8232.200095999999,8459.666848000003,8345.933472
8232.200095999999,8459.666848000003,8345.933472
8232.200095999999,8459.666848000003,8345.933472
8230.44456,8459.666848000003,8345.055704000002
8221.022343999999,8459.666848000003,8340.344596
8219.82236,8459.666848000003,8339.744604000001
8219.82236,8459.666848000003,8339.744604000001
8162.400168000001,8459.666848000003,8311.033508000002
8162.400168000001,8459.666848000003,8311.033508000002
8137.311288000001,8459.666848000003,8298.489068000003
8137.311288000001,8459.666848000003,8298.489068000003
8124.133504000001,8459.666848000003,8291.900176000003
8124.133504000001,8430.777936000002,8277.455720000002
8124.133504000001,8429.244608000003,8276.689056000003
8124.133504000001,8414.689032000002,8269.411268000002
8124.133504000001,8414.689032000002,8269.411268000002
8124.133504000001,8398.911264000004,8261.522384000004
8124.133504000001,8398.000152000004,8261.066828000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8377.533488000005,8248.411276000003
8119.289064000002,8363.289040000003,8241.289052000004
8119.289064000002,8269.755704000003,8194.522384000004
8107.0890800000025,8269.755704000003,8188.422392000002
8107.0890800000025,8269.755704000003,8188.422392000002
8107.0890800000025,8269.755704000003,8188.422392000002
8107.0890800000025,8269.755704000003,8188.422392000002
8107.0890800000025,8269.755704000003,8188.422392000002
8107.0890800000025,8269.755704000003,8188.422392000002
8107.0890800000025,8269.022360000003,8188.055720000002
8087.111312000002,8269.022360000003,8178.066836000002
8087.111312000002,8269.022360000003,8178.066836000002
8087.111312000002,8269.022360000003,8178.066836000002
8083.355752000002,8269.022360000003,8176.189056000003
8083.355752000002,8269.022360000003,8176.189056000003
8083.355752000002,8269.022360000003,8176.189056000003
8083.355752000002,8269.022360000003,8176.189056000003
8083.355752000002,8269.022360000003,8176.189056000003
8082.866864000002,8269.022360000003,8175.944612000003
8082.866864000002,8269.022360000003,8175.944612000003
8082.866864000002,8249.155688000003,8166.011276000003
8082.866864000002,8249.155688000003,8166.011276000003
8082.866864000002,8249.155688000003,8166.011276000003
8082.866864000002,8249.155688000003,8166.011276000003
8082.866864000002,8248.355688000003,8165.611276000003
8082.866864000002,8215.733456000002,8149.3001600000025
8082.866864000002,8215.733456000002,8149.3001600000025
8082.866864000002,8215.733456000002,8149.3001600000025
8082.866864000002,8215.733456000002,8149.3001600000025
8082.866864000002,8215.733456000002,8149.3001600000025
8082.866864000002,8215.733456000002,8149.3001600000025
8081.666880000002,8215.733456000002,8148.700168000001
8081.666880000002,8215.733456000002,8148.700168000001
8081.666880000002,8215.733456000002,8148.700168000001
8064.466872000002,8215.733456000002,8140.100164000001
8064.466872000002,8184.622336000001,8124.5446040000015
8064.466872000002,8169.422336000001,8116.944604000002
8064.466872000002,8169.422336000001,8116.944604000002
8064.466872000002,8169.422336000001,8116.944604000002
8064.466872000002,8169.422336000001,8116.944604000002
8061.977976000003,8169.422336000001,8115.700156000003
8061.977976000003,8169.422336000001,8115.700156000003
8057.400216000002,8169.422336000001,8113.411276000002
8057.400216000002,8169.422336000001,8113.411276000002
8057.400216000002,8169.422336000001,8113.411276000002
8057.400216000002,8169.422336000001,8113.411276000002
8057.400216000002,8169.422336000001,8113.411276000002
8057.400216000002,8159.466784000002,8108.433500000002
8057.400216000002,8159.466784000002,8108.433500000002
8057.400216000002,8159.466784000002,8108.433500000002
8057.400216000002,8159.466784000002,8108.433500000002
8057.400216000002,8159.466784000002,8108.433500000002
8057.400216000002,8159.466784000002,8108.433500000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8145.755656000003,8101.577936000002
8057.400216000002,8141.089000000002,8099.244608000002
8057.400216000002,8141.089000000002,8099.244608000002
8057.400216000002,8141.089000000002,8099.244608000002
8057.400216000002,8139.555680000002,8098.477948000002
8057.400216000002,8139.555680000002,8098.477948000002
8057.400216000002,8126.222344000002,8091.811280000002
8057.400216000002,8116.555680000001,8086.977948000002
8057.400216000002,8116.555680000001,8086.977948000002
8057.400216000002,8103.533464000002,8080.466840000002
8011.133552000003,8103.533464000002,8057.333508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
8011.133552000003,8085.933464000002,8048.533508000002
7990.577992000003,8085.933464000002,8038.255728000002
