../results/wi29_mutator-001-01.csv,../results/wi29_mutator-001-02.csv,avg
53065.355696,54516.022408000004,53790.689052
52713.889016,53739.022416,53226.455716
52515.17792,53018.733552,52766.955736
52250.889056,52383.622448,52317.255752
52185.555728,52284.400192,52234.977960000004
52168.77794400001,51823.533536,51996.15574
51869.46682400001,51370.40021600001,51619.933520000006
51514.822384000014,51087.377984000006,51301.10018400001
51063.289056,51008.711312000014,51036.000184000004
50844.13351199999,50757.044664000015,50800.58908800001
50844.13351199999,50726.11134400002,50785.122428
50844.13351199999,50344.97800000002,50594.555756
50800.000192,49992.91136,50396.455776
50679.17796,49656.489144,50167.833552
50548.800176,48945.1558,49746.977988
50548.800176,48704.044696,49626.42243599999
50477.666840000005,48683.06691200001,49580.36687600001
50439.26683200001,48575.31134400001,49507.289088000005
50405.26684800001,48495.222432,49450.244640000004
50374.60017600001,48449.51132000001,49412.05574800001
50245.022384,48403.00023200001,49324.01130800001
50031.57792,48307.91134400001,49169.744632
50022.91127200001,48307.91134400001,49165.41130800001
49861.44459200001,48188.844672,49025.144632
49845.089032,48126.95576000001,48986.02239600001
49845.089032,47927.00020000002,48886.044616000014
49624.75566400001,47772.266864,48698.511264
49620.82233600001,47711.955768,48666.389052000006
49501.889,47678.622432000004,48590.255716
49369.933448,47672.777984,48521.355716000005
49365.377888,47584.44465600001,48474.911272000005
49067.666800000006,47584.44465600001,48326.05572800001
49067.666800000006,47370.889096000006,48219.277948
49062.333472000006,47264.333543999994,48163.333507999996
48976.022352,47264.333543999994,48120.177948
48976.022352,47264.333543999994,48120.177948
48976.022352,47264.333543999994,48120.177948
48973.177904000004,47264.333543999994,48118.755724
48918.511232000004,47232.26687200001,48075.389052000006
48815.777888000004,47079.889096000006,47947.833492000005
48785.466792,46916.73354400002,47851.100168000004
48785.466792,46916.73354400002,47851.100168000004
48784.244584,46722.778000000006,47753.511292
48764.400136000004,46586.555776,47675.477956
48696.244584,46586.555776,47641.40018
48696.244584,46586.555776,47641.40018
48592.022368,46586.555776,47589.289072
48380.577928000006,46529.22244000001,47454.90018400001
48254.622368000004,46512.22244000001,47383.42240400001
48248.733503999996,46361.511336,47305.12242
48191.68904800001,46361.511336,47276.600192000005
48191.68904800001,46326.466887999995,47259.077968
48161.02237599999,46274.311336000006,47217.666855999996
48161.02237599999,46274.311336000006,47217.666855999996
48026.000152,46274.311336000006,47150.155744
47927.333488000004,46113.15577600001,47020.244632
47927.333488000004,46113.15577600001,47020.244632
47927.333488000004,45932.911327999995,46930.122407999996
47927.333488000004,45932.911327999995,46930.122407999996
47854.33350400001,45868.133552,46861.233528000004
47693.089056000004,45868.133552,46780.611304000005
47426.689056,45854.177992000004,46640.43352400001
47426.689056,45854.177992000004,46640.43352400001
47425.289048,45854.177992000004,46639.73352
47340.133496,45704.933544000014,46522.53352000001
47340.133496,45704.933544000014,46522.53352000001
47340.133496,45653.22244000001,46496.677968
47284.733496,45566.64467200002,46425.68908400001
47271.466832,45537.53356000002,46404.50019600001
47266.133504,45537.53356000002,46401.833532000004
47219.311288,45537.53356000002,46378.422424000004
47200.800176,45489.02244000001,46344.911308
47200.800176,45446.066904000014,46323.433540000005
47200.800176,45446.066904000014,46323.433540000005
47127.422408,45401.289120000016,46264.35576400001
47127.422408,45192.95577600002,46160.18909200001
47109.400184000006,45181.91133600001,46145.65576000001
47109.400184000006,45172.53354400001,46140.96686400001
47092.400184000006,45172.53354400001,46132.46686400001
47092.400184000006,45172.53354400001,46132.46686400001
47092.400184000006,45172.53354400001,46132.46686400001
47092.400184000006,45172.53354400001,46132.46686400001
47092.400184000006,45172.53354400001,46132.46686400001
47092.400184000006,45172.53354400001,46132.46686400001
47068.755728000004,45172.53354400001,46120.64463600001
47068.755728000004,45156.822424000005,46112.789076
47068.755728000004,45156.822424000005,46112.789076
47068.755728000004,45128.88908800001,46098.82240800001
46954.089064,45128.88908800001,46041.489076000005
46706.244616,45112.82241600001,45909.53351600001
46706.244616,45032.111312000015,45869.17796400001
46706.244616,45032.111312000015,45869.17796400001
46706.244616,45011.28908000001,45858.76684800001
46706.244616,45011.28908000001,45858.76684800001
46706.244616,44973.68908000001,45839.96684800001
46706.244616,44924.533528000014,45815.389072000005
46706.244616,44892.466856000014,45799.35573600001
46706.244616,44799.37796000001,45752.81128800001
46706.244616,44763.26684000001,45734.755728000004
46706.244616,44763.26684000001,45734.755728000004
46706.244616,44763.26684000001,45734.755728000004
46706.244616,44653.26684800001,45679.755732000005
46706.244616,44653.26684800001,45679.755732000005
46706.244616,44653.26684800001,45679.755732000005
46697.222408,44432.000152000015,45564.61128000001
46688.333528,44420.95570400001,45554.644616000005
46688.333528,44420.95570400001,45554.644616000005
46515.689064,44420.95570400001,45468.322384
46410.244632,44420.95570400001,45415.600168000004
46316.911296,44420.95570400001,45368.9335
46218.53352799999,44397.62236000001,45308.077944000004
46218.53352799999,44397.62236000001,45308.077944000004
46200.48908,44397.62236000001,45299.055720000004
46200.48908,44397.62236000001,45299.055720000004
46068.977984,44397.62236000001,45233.300172
46068.977984,44397.62236000001,45233.300172
46068.977984,44397.62236000001,45233.300172
46068.977984,44397.62236000001,45233.300172
46068.977984,44397.62236000001,45233.300172
46068.977984,44397.62236000001,45233.300172
46068.977984,44373.977920000005,45221.477952
46068.977984,44373.977920000005,45221.477952
46068.977984,44348.066816000006,45208.5224
46068.977984,44196.689032,45132.833507999996
46068.977984,44196.689032,45132.833507999996
46053.08908799999,44196.689032,45124.88906
45958.155752,44196.689032,45077.422392
45958.155752,44196.689032,45077.422392
45923.489096,44196.689032,45060.089064
45923.489096,43944.22236800001,44933.855732
45923.489096,43944.22236800001,44933.855732
45884.089104000006,43944.22236800001,44914.15573600001
45717.40021600001,43944.22236800001,44830.81129200001
45717.40021600001,43944.22236800001,44830.81129200001
45717.40021600001,43944.22236800001,44830.81129200001
45717.40021600001,43944.22236800001,44830.81129200001
45717.40021600001,43944.22236800001,44830.81129200001
45717.40021600001,43944.22236800001,44830.81129200001
45717.40021600001,43944.22236800001,44830.81129200001
45717.40021600001,43931.02237600001,44824.21129600001
45717.40021600001,43931.02237600001,44824.21129600001
45717.40021600001,43893.46681600001,44805.433516000005
45717.40021600001,43893.46681600001,44805.433516000005
45717.40021600001,43876.622368000004,44797.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45717.40021600001,43776.622368000004,44747.01129200001
45716.755768,43763.889048000005,44740.32240800001
45716.755768,43763.889048000005,44740.32240800001
45716.755768,43763.889048000005,44740.32240800001
45716.755768,43763.889048000005,44740.32240800001
45641.844639999996,43763.889048000005,44702.866844000004
45565.444632,43763.889048000005,44664.666840000005
45565.444632,43763.889048000005,44664.666840000005
45565.444632,43732.889048000005,44649.166840000005
45541.444632,43732.889048000005,44637.166840000005
45541.444632,43732.889048000005,44637.166840000005
45453.155752000006,43732.889048000005,44593.0224
45453.155752000006,43732.889048000005,44593.0224
45449.422416,43732.889048000005,44591.155732
45449.422416,43732.889048000005,44591.155732
45213.422408000006,43732.889048000005,44473.155728000005
45213.422408000006,43732.889048000005,44473.155728000005
45170.77796,43732.889048000005,44451.833504
45170.77796,43732.889048000005,44451.833504
45170.77796,43732.889048000005,44451.833504
45170.77796,43690.04460000001,44430.41128
44979.26684800001,43591.400168,44285.333508
44882.2224,43591.400168,44236.811283999996
44882.2224,43591.400168,44236.811283999996
44882.2224,43591.400168,44236.811283999996
44882.2224,43591.400168,44236.811283999996
44882.2224,43591.400168,44236.811283999996
44867.089056000004,43591.400168,44229.244612
44867.089056000004,43591.400168,44229.244612
44867.089056000004,43591.400168,44229.244612
44867.089056000004,43591.400168,44229.244612
44867.089056000004,43591.400168,44229.244612
44867.089056000004,43591.400168,44229.244612
44867.089056000004,43591.400168,44229.244612
