../results/qa194_exp_rank_mutator000-01.csv,../results/qa194_exp_rank_mutator000-02.csv,avg
5847.111472000014,5714.622528000013,5780.867000000013
5773.444760000014,5667.333632000012,5720.389196000013
5700.3336480000125,5631.333624000012,5665.833636000012
5676.422560000012,5616.7558560000125,5646.589208000012
5615.911432000012,5546.644752000013,5581.278092000012
5567.844744000014,5502.355888000013,5535.100316000013
5541.111432000012,5485.600312000012,5513.355872000013
5495.711424000014,5459.489168000013,5477.600296000013
5455.044784000013,5449.400288000013,5452.222536000013
5425.955896000012,5396.866952000014,5411.411424000013
5385.4225600000145,5394.000280000013,5389.711420000014
5367.5558880000135,5389.422512000015,5378.4892000000145
5367.5558880000135,5389.422512000015,5378.4892000000145
5363.511448000013,5380.7780720000155,5372.144760000014
5349.644784000013,5367.022520000015,5358.333652000014
5349.578120000013,5346.955856000015,5348.266988000014
5349.511456000015,5316.422520000015,5332.966988000015
5347.911440000014,5301.600280000016,5324.755860000016
5340.333656000014,5288.133624000016,5314.233640000015
5311.689216000015,5282.955856000018,5297.322536000016
5311.444752000014,5251.266952000016,5281.355852000015
5304.911392000014,5242.222496000016,5273.566944000015
5286.378048000012,5239.266944000015,5262.822496000013
5281.311400000013,5222.178064000016,5251.744732000015
5271.200296000014,5201.000288000016,5236.100292000015
5225.355848000015,5179.4891840000155,5202.422516000015
5217.689176000014,5172.333616000015,5195.011396000014
5191.089176000014,5169.866960000016,5180.478068000015
5191.089176000014,5159.600304000018,5175.344740000016
5171.578072000015,5156.755848000016,5164.166960000015
5167.133624000015,5156.755848000016,5161.944736000016
5167.133624000015,5130.089184000016,5148.611404000016
5141.022528000015,5123.600296000015,5132.3114120000155
5138.666968000014,5122.089200000016,5130.3780840000145
5129.333632000014,5105.289192000017,5117.3114120000155
5108.600272000013,5104.666968000017,5106.633620000015
5108.600272000013,5098.689192000016,5103.644732000015
5104.3336080000145,5098.044744000016,5101.189176000015
5059.622512000017,5079.244744000018,5069.433628000017
5053.666944000016,5079.244744000018,5066.455844000016
5029.844720000015,5076.755848000018,5053.300284000016
5029.844720000015,5076.755848000018,5053.300284000016
5029.844720000015,5075.955824000017,5052.900272000015
5029.844720000015,5075.955824000017,5052.900272000015
5029.844720000015,5054.178048000017,5042.011384000016
5029.844720000015,5038.666920000017,5034.255820000016
5024.1336160000155,5038.666920000017,5031.400268000016
5001.355832000015,5038.666920000017,5020.011376000016
4996.911360000015,5035.866928000017,5016.389144000015
4996.911360000015,5035.866928000017,5016.389144000015
4991.844688000015,5035.866928000017,5013.855808000016
4991.844688000015,5035.866928000017,5013.855808000016
4991.844688000015,5035.866928000017,5013.855808000016
4991.844688000015,5035.555800000017,5013.700244000016
4991.844688000015,5030.4891360000165,5011.166912000015
4990.422480000015,5030.4891360000165,5010.455808000015
4990.422480000015,5011.444712000018,5000.933596000016
4990.422480000015,5011.444712000018,5000.933596000016
4962.422480000015,5011.444712000018,4986.933596000016
4959.022456000015,5011.444712000018,4985.233584000016
4959.022456000015,5000.378048000017,4979.700252000016
4959.022456000015,4996.933600000018,4977.978028000016
4959.022456000015,4982.3558160000175,4970.689136000016
4947.578024000016,4976.3558160000175,4961.966920000017
4947.578024000016,4976.3558160000175,4961.966920000017
4947.578024000016,4976.3558160000175,4961.966920000017
4947.578024000016,4976.3558160000175,4961.966920000017
4944.511360000016,4969.178040000017,4956.844700000016
4944.511360000016,4969.178040000017,4956.844700000016
4936.222480000015,4969.178040000017,4952.700260000016
4936.222480000015,4962.222496000017,4949.222488000016
4936.222480000015,4952.711392000017,4944.466936000016
4931.044720000015,4952.711392000017,4941.878056000016
4931.044720000015,4952.711392000017,4941.878056000016
4917.066960000016,4944.178064000018,4930.622512000016
4907.333616000015,4942.911400000017,4925.122508000017
4876.311368000015,4942.911400000017,4909.611384000016
4876.311368000015,4942.911400000017,4909.611384000016
4864.044696000015,4942.911400000017,4903.478048000016
4834.889128000015,4942.911400000017,4888.900264000016
4833.889120000015,4942.911400000017,4888.400260000017
4833.889120000015,4942.444728000018,4888.1669240000165
4833.889120000015,4942.444728000018,4888.1669240000165
4833.889120000015,4937.844728000017,4885.866924000016
4833.889120000015,4935.555832000017,4884.722476000016
4819.533560000014,4935.555832000017,4877.544696000015
4819.533560000014,4935.555832000017,4877.544696000015
4819.533560000014,4935.555832000017,4877.544696000015
4819.022448000015,4935.555832000017,4877.289140000016
4810.733560000015,4935.555832000017,4873.144696000016
4810.733560000015,4935.555832000017,4873.144696000016
4806.911336000016,4935.555832000017,4871.233584000016
4788.955752000014,4935.555832000017,4862.255792000016
4788.955752000014,4935.555832000017,4862.255792000016
4788.955752000014,4934.778056000017,4861.866904000016
4788.955752000014,4929.155832000018,4859.055792000016
4788.955752000014,4929.155832000018,4859.055792000016
4788.955752000014,4928.444728000018,4858.7002400000165
4788.955752000014,4927.466952000018,4858.211352000017
4788.955752000014,4927.466952000018,4858.211352000017
4788.955752000014,4919.3558320000175,4854.155792000016
4788.955752000014,4919.3558320000175,4854.155792000016
4788.955752000014,4917.111384000017,4853.033568000015
4784.377960000014,4917.111384000017,4850.744672000015
4772.555736000013,4917.111384000017,4844.8335600000155
4772.555736000013,4917.111384000017,4844.8335600000155
4771.577960000013,4917.111384000017,4844.344672000016
4771.577960000013,4917.111384000017,4844.344672000016
4771.577960000013,4917.111384000017,4844.344672000016
4771.577960000013,4913.222480000017,4842.400220000015
4771.577960000013,4913.222480000017,4842.400220000015
4771.577960000013,4913.222480000017,4842.400220000015
4767.111296000014,4913.222480000017,4840.166888000015
4747.422400000013,4913.222480000017,4830.3224400000145
4747.422400000013,4913.222480000017,4830.3224400000145
4747.422400000013,4913.222480000017,4830.3224400000145
4747.422400000013,4907.333584000016,4827.377992000014
4746.244616000013,4907.333584000016,4826.7891000000145
4743.955736000012,4889.178016000017,4816.566876000014
4743.955736000012,4883.089112000015,4813.522424000013
4743.955736000012,4883.089112000015,4813.522424000013
4743.955736000012,4883.089112000015,4813.522424000013
4743.955736000012,4883.089112000015,4813.522424000013
4743.955736000012,4867.244656000014,4805.600196000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4865.000208000015,4799.989080000013
4734.977952000011,4863.733544000014,4799.355748000013
4734.977952000011,4863.733544000014,4799.355748000013
4734.977952000011,4863.733544000014,4799.355748000013
4734.977952000011,4863.733544000014,4799.355748000013
4734.977952000011,4863.733544000014,4799.355748000013
4734.977952000011,4863.733544000014,4799.355748000013
4734.977952000011,4863.733544000014,4799.355748000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4863.733544000014,4784.122424000013
4704.5113040000115,4858.133536000014,4781.322420000013
4704.5113040000115,4858.133536000014,4781.322420000013
4704.5113040000115,4858.133536000014,4781.322420000013
4704.5113040000115,4856.222416000013,4780.366860000013
4704.5113040000115,4851.155768000014,4777.833536000013
4704.5113040000115,4850.644656000015,4777.577980000013
4704.5113040000115,4850.644656000015,4777.577980000013
4702.2890720000105,4838.377992000014,4770.333532000012
4702.2890720000105,4838.377992000014,4770.333532000012
4697.889072000011,4838.377992000014,4768.133532000013
4697.889072000011,4838.377992000014,4768.133532000013
4697.889072000011,4838.377992000014,4768.133532000013
4697.889072000011,4825.822424000014,4761.855748000013
4695.289080000011,4819.844664000014,4757.566872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
4692.289080000011,4819.844664000014,4756.066872000012
