../results/qa194_mutator-001-01.csv,../results/qa194_mutator-001-02.csv,avg
5867.178064000012,6007.822544000012,5937.500304000012
5797.00027200001,5959.444768000015,5878.222520000012
5745.978048000011,5892.355864000016,5819.166956000014
5680.42246400001,5843.733640000015,5762.078052000013
5635.489152000011,5766.155848000012,5700.822500000011
5538.33359200001,5698.000304000015,5618.166948000013
5509.97804800001,5649.289184000015,5579.633616000012
5493.311368000009,5572.511384000012,5532.911376000011
5475.86692800001,5539.400296000014,5507.633612000012
5475.86692800001,5495.066976000013,5485.466952000012
5474.489152000011,5434.444760000013,5454.466956000012
5464.0224960000105,5399.778064000013,5431.900280000012
5429.68916000001,5390.844720000014,5410.266940000012
5409.889176000012,5383.333592000014,5396.611384000013
5377.578080000014,5350.489128000013,5364.033604000013
5375.644744000015,5329.755816000015,5352.7002800000155
5351.7114320000155,5321.311376000015,5336.511404000015
5351.7114320000155,5278.400264000014,5315.0558480000145
5349.444776000016,5256.5558240000155,5303.000300000016
5331.978104000014,5228.378032000016,5280.178068000016
5305.822536000014,5219.089144000015,5262.455840000015
5283.022536000016,5219.089144000015,5251.055840000015
5264.111440000015,5197.089168000015,5230.600304000015
5233.333632000015,5183.666936000014,5208.500284000014
5233.333632000015,5159.955824000015,5196.644728000016
5206.489152000014,5144.511384000015,5175.500268000014
5201.378040000014,5144.511384000015,5172.944712000015
5168.644704000014,5137.866944000015,5153.255824000014
5132.089136000013,5131.066944000015,5131.578040000014
5132.089136000013,5129.866952000014,5130.978044000014
5129.800256000014,5112.911408000014,5121.355832000014
5116.422480000014,5112.911408000014,5114.666944000013
5116.422480000014,5112.911408000014,5114.666944000013
5116.422480000014,5112.911408000014,5114.666944000013
5075.933560000012,5082.644736000013,5079.289148000013
5075.466888000012,5072.200288000013,5073.833588000012
5064.089128000012,5050.466952000013,5057.278040000013
5064.089128000012,5050.466952000013,5057.278040000013
5043.111360000013,5050.466952000013,5046.7891560000135
5043.111360000013,5050.466952000013,5046.7891560000135
5032.866904000011,5050.466952000013,5041.666928000012
5032.866904000011,5029.844736000013,5031.355820000012
5032.866904000011,5029.844736000013,5031.355820000012
5032.866904000011,5029.844736000013,5031.355820000012
5032.866904000011,5029.844736000013,5031.355820000012
5032.866904000011,5012.622512000013,5022.744708000012
5032.866904000011,5009.022504000013,5020.944704000012
5032.866904000011,4994.644720000012,5013.755812000012
5024.200232000012,4994.644720000012,5009.4224760000125
5024.200232000012,4994.644720000012,5009.4224760000125
5024.200232000012,4994.644720000012,5009.4224760000125
5024.200232000012,4987.4669440000125,5005.833588000012
5021.6002400000125,4987.4669440000125,5004.5335920000125
5021.6002400000125,4987.4669440000125,5004.5335920000125
5021.6002400000125,4980.644704000012,5001.122472000012
5021.6002400000125,4957.444696000012,4989.522468000012
5016.689120000013,4957.444696000012,4987.0669080000125
5007.089112000013,4957.444696000012,4982.266904000013
5006.911344000015,4957.444696000012,4982.178020000014
5006.911344000015,4957.444696000012,4982.178020000014
4995.244680000015,4942.622488000014,4968.933584000015
4995.244680000015,4942.622488000014,4968.933584000015
4995.244680000015,4942.622488000014,4968.933584000015
4995.244680000015,4942.622488000014,4968.933584000015
4990.355792000015,4942.622488000014,4966.489140000014
4990.355792000015,4942.622488000014,4966.489140000014
4990.355792000015,4942.622488000014,4966.489140000014
4985.533568000016,4942.622488000014,4964.0780280000145
