../results/qa194_swap-3-01.csv,../results/qa194_swap-3-02.csv,avg
5685.200304000014,5750.911432000015,5718.055868000014
5571.800296000009,5668.867008000017,5620.333652000014
5498.978088000012,5587.489224000018,5543.233656000015
5448.000320000013,5536.822536000017,5492.411428000015
5378.489232000013,5525.111432000017,5451.800332000015
5359.289232000013,5462.778088000017,5411.0336600000155
5327.800336000012,5441.578072000017,5384.689204000015
5325.178120000012,5417.155840000016,5371.1669800000145
5313.244776000012,5390.400296000015,5351.822536000014
5296.111432000012,5388.889176000014,5342.500304000014
5267.6002880000115,5346.178088000014,5306.889188000013
5222.844744000013,5309.933624000014,5266.389184000013
5199.489176000013,5307.733616000013,5253.611396000013
5181.378080000013,5307.733616000013,5244.555848000013
5161.733632000013,5265.933624000011,5213.833628000012
5161.733632000013,5260.444728000013,5211.089180000014
5141.778080000013,5248.178064000012,5194.978072000013
5141.355856000013,5217.200296000013,5179.278076000013
5119.111416000012,5217.200296000013,5168.155856000012
5115.733656000012,5192.844752000013,5154.289204000012
5114.8225280000115,5177.333632000013,5146.078080000012
5114.8225280000115,5161.778072000011,5138.300300000012
5072.64474400001,5137.4447280000095,5105.04473600001
5040.955872000011,5051.35584800001,5046.155860000011
5026.66697600001,5049.37807200001,5038.022524000011
5002.911408000011,5039.311392000011,5021.111400000011
4990.822528000011,5031.511384000011,5011.166956000011
4990.822528000011,5030.555824000012,5010.689176000011
4955.622528000011,5026.355816000013,4990.989172000012
4955.622528000011,5019.066936000014,4987.344732000012
4955.622528000011,5015.600264000012,4985.611396000011
4937.31142400001,5015.600264000012,4976.455844000011
4920.55586400001,5015.600264000012,4968.078064000011
4920.55586400001,5010.711392000013,4965.633628000011
4920.37808000001,4959.933632000014,4940.155856000012
4920.37808000001,4931.178072000013,4925.778076000011
4920.37808000001,4931.178072000013,4925.778076000011
4917.822536000011,4931.178072000013,4924.500304000012
4917.822536000011,4929.222512000013,4923.522524000012
4917.822536000011,4910.089192000015,4913.955864000012
4864.911424000013,4906.333656000014,4885.622540000013
4837.178072000011,4906.333656000014,4871.7558640000125
4827.600304000011,4894.444776000015,4861.022540000013
4827.600304000011,4872.378064000013,4849.989184000013
4827.600304000011,4872.378064000013,4849.989184000013
4827.600304000011,4872.378064000013,4849.989184000013
4823.378072000012,4872.378064000013,4847.878068000013
4823.378072000012,4872.378064000013,4847.878068000013
4818.555864000013,4872.378064000013,4845.466964000013
4818.555864000013,4834.778064000015,4826.666964000014
4816.400288000012,4823.978056000014,4820.189172000013
4816.400288000012,4823.978056000014,4820.189172000013
4816.400288000012,4809.933600000014,4813.166944000013
4816.400288000012,4799.489160000014,4807.944724000013
4816.400288000012,4799.489160000014,4807.944724000013
4816.400288000012,4794.244736000013,4805.3225120000125
4816.400288000012,4782.578040000012,4799.489164000011
4816.400288000012,4782.578040000012,4799.489164000011
4816.400288000012,4782.578040000012,4799.489164000011
4816.400288000012,4774.778048000013,4795.589168000012
4813.622512000013,4774.778048000013,4794.200280000013
4813.622512000013,4774.778048000013,4794.200280000013
4794.133616000012,4774.778048000013,4784.455832000012
4794.133616000012,4774.778048000013,4784.455832000012
4794.133616000012,4774.778048000013,4784.455832000012
4794.133616000012,4774.778048000013,4784.455832000012
4794.133616000012,4774.778048000013,4784.455832000012
4794.133616000012,4774.778048000013,4784.455832000012
4794.133616000012,4774.778048000013,4784.455832000012
4787.06693600001,4774.778048000013,4780.9224920000115
4787.06693600001,4735.355824000013,4761.211380000012
4787.06693600001,4731.066928000012,4759.066932000011
4784.333592000011,4731.066928000012,4757.700260000011
4784.333592000011,4731.066928000012,4757.700260000011
4784.333592000011,4731.066928000012,4757.700260000011
4784.333592000011,4731.066928000012,4757.700260000011
4784.333592000011,4731.066928000012,4757.700260000011
4784.333592000011,4731.066928000012,4757.700260000011
4774.400272000011,4731.066928000012,4752.733600000011
4762.044728000012,4728.244712000012,4745.144720000012
4740.489168000011,4728.244712000012,4734.366940000012
4740.489168000011,4716.066920000012,4728.2780440000115
4740.489168000011,4716.066920000012,4728.2780440000115
4740.489168000011,4716.066920000012,4728.2780440000115
4740.489168000011,4716.066920000012,4728.2780440000115
4740.489168000011,4716.066920000012,4728.2780440000115
4740.489168000011,4703.355832000013,4721.9225000000115
4740.489168000011,4703.355832000013,4721.9225000000115
4740.489168000011,4702.955824000014,4721.722496000013
4740.489168000011,4702.955824000014,4721.722496000013
4740.489168000011,4702.955824000014,4721.722496000013
4734.666936000011,4702.955824000014,4718.811380000013
4734.666936000011,4702.955824000014,4718.811380000013
4713.28915200001,4702.955824000014,4708.122488000012
4710.6669360000105,4694.844704000014,4702.755820000012
4710.6669360000105,4694.844704000014,4702.755820000012
4710.6669360000105,4694.844704000014,4702.755820000012
4702.755824000011,4694.844704000014,4698.800264000012
4697.978048000011,4694.844704000014,4696.411376000013
4697.978048000011,4694.844704000014,4696.411376000013
4679.044728000011,4694.844704000014,4686.944716000013
4679.044728000011,4694.844704000014,4686.944716000013
4679.044728000011,4694.844704000014,4686.944716000013
4679.044728000011,4694.844704000014,4686.944716000013
4679.044728000011,4692.6891440000145,4685.866936000013
4679.044728000011,4692.6891440000145,4685.866936000013
4679.044728000011,4692.6891440000145,4685.866936000013
4679.044728000011,4692.6891440000145,4685.866936000013
4679.044728000011,4692.6891440000145,4685.866936000013
4679.044728000011,4692.089152000014,4685.566940000012
4679.044728000011,4692.089152000014,4685.566940000012
4679.044728000011,4692.089152000014,4685.566940000012
4679.044728000011,4692.089152000014,4685.566940000012
4679.044728000011,4669.978024000014,4674.511376000012
4679.044728000011,4665.778024000014,4672.411376000013
4666.044728000011,4665.778024000014,4665.911376000013
4663.911400000012,4665.778024000014,4664.844712000013
4663.911400000012,4662.7558080000135,4663.333604000012
4663.911400000012,4662.000248000014,4662.955824000013
4663.911400000012,4662.000248000014,4662.955824000013
4637.378056000011,4662.000248000014,4649.689152000013
4637.378056000011,4662.000248000014,4649.689152000013
4635.800280000011,4633.133568000014,4634.466924000013
4635.800280000011,4633.133568000014,4634.466924000013
4635.800280000011,4633.133568000014,4634.466924000013
4632.755832000011,4633.133568000014,4632.944700000013
4632.755832000011,4633.133568000014,4632.944700000013
4632.755832000011,4633.133568000014,4632.944700000013
4632.755832000011,4633.133568000014,4632.944700000013
4632.755832000011,4633.133568000014,4632.944700000013
4627.355832000011,4633.133568000014,4630.244700000012
4622.7336000000105,4633.133568000014,4627.933584000012
4622.7336000000105,4633.133568000014,4627.933584000012
4622.7336000000105,4626.400240000014,4624.566920000012
4622.7336000000105,4626.400240000014,4624.566920000012
4622.7336000000105,4626.400240000014,4624.566920000012
4618.644720000011,4620.266904000013,4619.455812000012
4618.644720000011,4620.266904000013,4619.455812000012
4618.644720000011,4620.266904000013,4619.455812000012
4618.644720000011,4620.266904000013,4619.455812000012
4618.644720000011,4601.044680000014,4609.844700000012
4618.644720000011,4601.044680000014,4609.844700000012
4618.644720000011,4601.044680000014,4609.844700000012
4614.200272000013,4599.000248000014,4606.600260000014
4614.200272000013,4580.911352000014,4597.555812000013
4614.200272000013,4580.911352000014,4597.555812000013
4614.200272000013,4580.911352000014,4597.555812000013
4614.200272000013,4580.911352000014,4597.555812000013
4610.089168000013,4580.911352000014,4595.500260000013
4610.089168000013,4580.911352000014,4595.500260000013
4610.089168000013,4580.911352000014,4595.500260000013
4610.089168000013,4580.911352000014,4595.500260000013
4610.089168000013,4580.911352000014,4595.500260000013
4610.089168000013,4575.755792000014,4592.922480000014
4610.089168000013,4575.755792000014,4592.922480000014
4610.089168000013,4575.755792000014,4592.922480000014
4610.089168000013,4575.755792000014,4592.922480000014
4610.089168000013,4575.755792000014,4592.922480000014
4610.089168000013,4575.755792000014,4592.922480000014
4610.089168000013,4575.755792000014,4592.922480000014
4610.089168000013,4575.755792000014,4592.922480000014
4594.644728000013,4575.755792000014,4585.200260000013
4594.644728000013,4575.755792000014,4585.200260000013
4594.644728000013,4575.755792000014,4585.200260000013
4594.644728000013,4552.689120000013,4573.666924000013
4594.644728000013,4552.689120000013,4573.666924000013
4594.644728000013,4551.133568000012,4572.889148000013
4594.644728000013,4551.133568000012,4572.889148000013
