../results/dj38_mutator-000-01.csv,../results/dj38_mutator-000-02.csv,avg
10594.778024000008,10568.000128000003,10581.389076000007
10342.289056000007,10373.422295999999,10357.855676000003
10228.26684000001,10166.822328000002,10197.544584000007
10148.089064000007,10111.933472000002,10130.011268000006
10104.889064000008,10027.400128000003,10066.144596000006
9994.86689600001,9989.955688000002,9992.411292000006
9946.111328000006,9960.511248000003,9953.311288000004
9779.000224000007,9906.022352000002,9842.511288000005
9623.844672000005,9813.111232,9718.477952000001
9618.978008000004,9716.777895999998,9667.877952
9579.978016000005,9710.711231999998,9645.344624000001
9553.600200000004,9659.555663999998,9606.577932
9449.200208000004,9651.733423999998,9550.466816
9438.266888000006,9614.177879999997,9526.222384
9430.111336000004,9532.577872,9481.344604000002
9358.800208000004,9504.000087999999,9431.400148
9353.444664000004,9477.222312,9415.333488000002
9307.200224000004,9375.977888,9341.589056
9252.066888000003,9346.355688000001,9299.211288000002
9165.422448000003,9275.533472000001,9220.477960000002
9124.844656000003,9251.555696000001,9188.200176000002
9104.555776000003,9228.600144,9166.577960000002
9102.422440000002,9206.333488,9154.377964000001
9094.533536000004,9155.13348,9124.833508000003
9080.889088000004,9131.466840000001,9106.177964000002
9054.200208000002,9131.466840000001,9092.833524000001
9011.177992000004,9131.466840000001,9071.322416000003
9011.177992000004,9124.044608000002,9067.611300000004
9011.177992000004,9090.133504000001,9050.655748000003
8996.578000000001,9074.200168000001,9035.389084000002
8971.889104000002,9074.200168000001,9023.044636000002
8971.889104000002,9074.200168000001,9023.044636000002
8941.511328,9074.200168000001,9007.855748000002
8878.711328000003,9074.200168000001,8976.455748000002
8861.600232000003,9070.289056000001,8965.944644000003
8855.355776000002,9019.022391999999,8937.189084000001
8855.355776000002,9019.022391999999,8937.189084000001
8833.06688,9019.022391999999,8926.044635999999
8786.133536000001,8994.2224,8890.177968
8786.133536000001,8963.555719999998,8874.844627999999
8786.133536000001,8954.533495999998,8870.333515999999
8760.844640000001,8954.533495999998,8857.689068
8742.666864000003,8954.533495999998,8848.600180000001
8742.666864000003,8933.666831999999,8838.166848
8734.600192000002,8924.244639999999,8829.422416000001
8734.600192000002,8924.244639999999,8829.422416000001
8734.600192000002,8896.377967999999,8815.48908
8709.200184000001,8896.377967999999,8802.789076000001
8672.711288,8896.377967999999,8784.544628
8672.711288,8862.711296,8767.711292
8672.711288,8862.711296,8767.711292
8664.6224,8862.711296,8763.666848
8664.6224,8862.711296,8763.666848
8664.6224,8862.711296,8763.666848
8641.15572,8862.711296,8751.933508
8641.15572,8862.711296,8751.933508
8641.15572,8862.711296,8751.933508
8641.15572,8862.711296,8751.933508
8641.15572,8862.711296,8751.933508
8641.15572,8862.711296,8751.933508
8641.15572,8862.711296,8751.933508
8641.15572,8862.711296,8751.933508
8622.577936,8862.711296,8742.644616
8622.577936,8862.711296,8742.644616
8604.333471999998,8862.711296,8733.522384
8596.889023999998,8855.089071999999,8725.989048
8595.600143999998,8844.489063999998,8720.044603999999
8595.600143999998,8843.644623999999,8719.622383999998
8595.600143999998,8834.8224,8715.211271999999
8595.600143999998,8782.800175999999,8689.200159999999
8595.600143999998,8782.800175999999,8689.200159999999
8595.600143999998,8762.511287999998,8679.055715999999
8595.600143999998,8727.311279999998,8661.455711999999
8593.600144,8712.95572,8653.277932
8593.600144,8712.95572,8653.277932
8593.600144,8693.666824,8643.633484
8593.600144,8693.666824,8643.633484
8593.600144,8693.666824,8643.633484
8593.600144,8693.666824,8643.633484
8593.600144,8693.666824,8643.633484
8593.600144,8693.666824,8643.633484
8573.711248,8693.666824,8633.689036
8560.355695999999,8693.666824,8627.01126
8555.689023999998,8693.666824,8624.677924
8555.689023999998,8693.666824,8624.677924
8555.689023999998,8693.666824,8624.677924
