../results/dj38_exp_rank_swap3-01.csv,../results/dj38_exp_rank_swap3-02.csv,avg
10473.044720000005,10767.066760000007,10620.055740000007
10239.511344000004,10516.466800000006,10377.989072000004
10090.044720000004,10353.377928000005,10221.711324000004
9964.289112000004,10194.355720000003,10079.322416000003
9917.378000000004,10037.755688000003,9977.566844000004
9792.844664000004,9728.089048000002,9760.466856000003
9653.466904000006,9583.577952000003,9618.522428000004
9615.978008000006,9490.955744000003,9553.466876000004
9594.178040000004,9384.977960000002,9489.578000000003
9509.333552000004,9354.089048000002,9431.711300000003
9434.577992000004,9280.244608000003,9357.411300000003
9321.111312000006,9258.755728000004,9289.933520000006
9316.777984000004,9179.311288000004,9248.044636000004
9309.311304000006,9115.111304000004,9212.211304000004
9296.333512000007,8936.933528000003,9116.633520000005
9271.977952000005,8876.289096000004,9074.133524000004
9197.489064000005,8830.822440000004,9014.155752000004
9186.977944000006,8806.222440000003,8996.600192000005
9091.244600000004,8747.800224000004,8919.522412000004
9091.244600000004,8744.978000000005,8918.111300000004
9091.244600000004,8710.244672000003,8900.744636000003
9091.244600000004,8710.244672000003,8900.744636000003
9091.244600000004,8698.889104000003,8895.066852000004
9091.244600000004,8682.977992000006,8887.111296000005
9090.000144000005,8682.977992000006,8886.489068000006
9090.000144000005,8662.955776000004,8876.477960000004
9090.000144000005,8662.955776000004,8876.477960000004
9042.933472000004,8658.577992000004,8850.755732000005
9042.933472000004,8658.577992000004,8850.755732000005
9040.000152000002,8560.644656000008,8800.322404000006
8972.511296000004,8546.577984000007,8759.544640000006
8957.577944000002,8546.577984000007,8752.077964000004
8957.577944000002,8509.044656000007,8733.311300000005
8957.577944000002,8449.889120000005,8703.733532000004
8957.577944000002,8449.889120000005,8703.733532000004
8933.666824000004,8426.800216000005,8680.233520000005
8933.666824000004,8359.422432000003,8646.544628000003
8933.666824000004,8359.422432000003,8646.544628000003
8933.666824000004,8353.422432000003,8643.544628000003
8933.666824000004,8349.066864000004,8641.366844000004
8906.400168000004,8343.422416000005,8624.911292000004
8854.622400000002,8339.577968000005,8597.100184000003
8851.333496000003,8339.577968000005,8595.455732000004
8845.022384000002,8339.577968000005,8592.300176000004
8817.755728000004,8339.577968000005,8578.666848000004
8817.755728000004,8339.577968000005,8578.666848000004
8802.466848000004,8339.577968000005,8571.022408000004
8776.266856000004,8339.577968000005,8557.922412000004
8707.555760000003,8339.577968000005,8523.566864000004
8666.466896000004,8263.800184000007,8465.133540000006
8626.444664000002,8234.533520000006,8430.489092000003
8614.422424000004,8234.533520000006,8424.477972000004
8614.422424000004,8234.533520000006,8424.477972000004
8573.755752000003,8227.244648000007,8400.500200000006
8573.755752000003,8227.244648000007,8400.500200000006
8542.889088000004,8209.133528000008,8376.011308000005
8542.889088000004,8208.577976000006,8375.733532000006
8542.889088000004,8208.577976000006,8375.733532000006
8519.400168000004,8208.577976000006,8363.989072000004
8516.133504000003,8208.577976000006,8362.355740000005
8514.689080000004,8208.577976000006,8361.633528000006
8514.689080000004,8142.466880000005,8328.577980000005
8514.689080000004,8142.466880000005,8328.577980000005
8488.155744000003,8116.511320000004,8302.333532000004
8467.466864000005,8116.511320000004,8291.989092000005
8467.466864000005,8086.889104000004,8277.177984000005
8445.933536000004,8086.889104000004,8266.411320000005
8414.177976000004,8086.889104000004,8250.533540000004
8414.177976000004,8086.889104000004,8250.533540000004
8414.177976000004,8086.889104000004,8250.533540000004
8406.111312000005,8086.889104000004,8246.500208000005
8406.111312000005,8086.889104000004,8246.500208000005
8394.733544000002,8086.889104000004,8240.811324000004
8383.955768000003,8086.889104000004,8235.422436000004
8354.844648000002,8086.889104000004,8220.866876000004
8354.844648000002,8086.889104000004,8220.866876000004
